Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-69,-100,-79.8,-86.667,1,0.099653,0.85799,0.26944,1
-69.2,-100,-80.5,-86.833,1,0.87344,0.54479,0.18437,1
-69.4,-100,-79.8,-87,1,0.67969,0.5974,0.15937,1
-69.2,-100,-80.4,-87.25,1,-0.0017361,0.77049,0.59097,1
-69.4,-100,-79.8,-87.5,1,0.053333,0.41972,0.95806,1
-69.825,-100,-79.9,-87.75,1,-0.0083333,0.39139,0.92819,1
-69.5,-100,-80,-88,1,-0.0051389,0.38649,0.92066,1
-69.45,-100,-79.9,-88.833,1,-0.065799,0.5276,0.86233,1
-69.4,-100,-80,-89.667,1,-0.054583,0.6125,0.79396,1
-69.45,-100,-79.9,-90.333,1,0.15729,-0.18437,0.94937,1
-69.5,-100,-79.8,-89.667,1,0.21141,-0.16922,0.94344,1
-69.4,-100,-79.25,-89.667,1,-0.25486,0.70833,0.60608,1
-69.4,-100,-79,-91,1,-0.34146,0.76583,0.46646,1
-69.5,-100,-79,-89.667,1,-0.26745,0.81979,0.43047,1
-70.75,-100,-79,-89.5,1,-0.30219,0.81094,0.44125,1
-71,-100,-78.5,-89.5,1,-0.28056,0.8,0.47917,1
-71.75,-100,-78.5,-89.5,1,-0.32161,0.85521,0.34609,1
-71.75,-100,-77.8,-91.333,1,-0.2225,0.77625,0.4975,1
-72,-100,-77.8,-93,1,-0.10391,0.63125,0.7349,1
-72.333,-100,-77.6,-93,1,-0.33208,0.73958,0.65865,1
-73,-100,-77.6,-93,1,-0.27813,0.57813,0.77969,1
-73,-100,-77.5,-91.333,1,-0.27188,0.56458,0.78125,1
-73.25,-100,-77.5,-91.333,1,-0.28069,0.54139,0.79542,1
-73.25,-100,-75,-89.5,1,-0.21597,0.32847,0.93611,1
-73.8,-100,-75,-89.5,1,-0.21875,0.32694,0.93861,1
-73.25,-100,-75,-89.5,1,-0.21875,0.32222,0.9375,1
-73.25,-100,-75,-90.5,1,-0.22135,0.3125,0.93906,1
-73.8,-100,-75,-90.5,1,-0.21875,0.31458,0.94063,1
-74.2,-100,-75,-89.5,1,-0.21875,0.31375,0.93875,1
-74.5,-100,-75,-89,1,-0.21875,0.31361,0.945,1
-74.75,-100,-75,-89,1,-0.21875,0.31344,0.93938,1
-75,-100,-75.2,-89.5,1,-0.21875,0.31417,0.9375,1
-75,-100,-75.4,-89,1,-0.21875,0.3125,0.9375,1
