timestamp,gateway,mean_x,mean_y,mean_z,mean_rssi,localisation,activity
2017-07-12 10:16:58,kitchen,-0.034375,-0.11875,-0.91875,-26.0,kitchen,walking
2017-07-12 10:16:59,kitchen,-0.03125,-0.125,-0.93125,-35.0,kitchen,walking
2017-07-12 10:17:00,kitchen,0.07,-0.42375,-0.70875,-53.0,kitchen,walking
2017-07-12 10:17:01,kitchen,0.0703125,-0.8140625,-0.4328125,-59.5,kitchen,walking
2017-07-12 10:17:02,kitchen,-0.0578125,-0.765625,-0.515625,-64.5,kitchen,walking
2017-07-12 10:17:03,kitchen,0.1171875,-0.8078125,-0.4609375,-70.5,kitchen,walking
2017-07-12 10:17:03,custom,0.01875,-0.78125,-0.51875,-100.0,kitchen,walking
2017-07-12 10:17:04,kitchen,0.0395833333333,-0.764583333333,-0.491666666667,-76.3333333333,kitchen,walking
2017-07-12 10:17:05,kitchen,0.128125,-0.821875,-0.3953125,-71.5,kitchen,walking
2017-07-12 10:17:05,custom,0.1125,-0.8625,-0.375,-84.6666666667,kitchen,walking
2017-07-12 10:17:06,kitchen,0.08125,-0.7921875,-0.446875,-74.0,kitchen,walking
2017-07-12 10:17:06,custom,0.10625,-0.8125,-0.403125,-85.0,kitchen,walking
2017-07-12 10:17:07,kitchen,0.23125,-0.833333333333,-0.347916666667,-78.3333333333,kitchen,walking
2017-07-12 10:17:07,custom,0.175,-0.86875,-0.33125,-87.0,kitchen,walking
2017-07-12 10:17:08,kitchen,0.170833333333,-0.729166666667,-0.53125,-71.6666666667,kitchen,walking
2017-07-12 10:17:09,kitchen,0.2328125,-0.746875,-0.44375,-63.75,kitchen,walking
2017-07-12 10:17:10,kitchen,0.1875,-0.775,-0.49375,-56.75,kitchen,walking
2017-07-12 10:17:11,kitchen,0.184375,-0.7828125,-0.415625,-50.0,kitchen,walking
2017-07-12 10:17:12,kitchen,0.125,-0.7925,-0.48125,-62.6,kitchen,walking
