Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-83.5,-100,-63.667,-100,3,-0.39453,-0.74089,0.36823,3
-83,-99.992,-59.6,-98.9,3,-0.405,-0.7875,0.37125,3
-81.4,-99.984,-69.4,-97.8,3,-0.43625,-0.7775,0.35,3
-79.667,-99.976,-64.75,-96.7,3,-0.42865,-0.78047,0.34792,3
-88.75,-99.967,-62.667,-95.6,3,-0.43099,-0.78776,0.32969,3
-91,-99.959,-65.667,-94.5,3,-0.4375,-0.78542,0.32188,3
-78.5,-99.951,-60.6,-93.4,3,-0.40141,-0.78672,0.36172,3
-86.75,-99.943,-62.667,-92.3,3,-0.40625,-0.7875,0.35156,3
-83.75,-99.935,-63.8,-91.2,3,-0.40906,-0.79234,0.34969,3
-91.5,-99.927,-67.5,-90.1,3,-0.4625,-0.72656,0.40625,3
-91,-99.919,-54.25,-89,3,-0.26441,-0.88247,0.13906,3
-83.25,-99.911,-56.333,-96,3,-0.45573,-0.52187,-0.54375,3
-81.667,-99.902,-60.5,-93.333,3,-0.33281,-0.70651,-0.49219,3
-79.8,-99.894,-45.4,-90.667,3,-0.48875,-0.00125,-0.43625,3
-79,-99.886,-46.5,-88,3,-0.084687,0.84854,-0.36281,3
-78.5,-99.878,-50.5,-85,3,-0.0625,0.85573,-0.35833,3
-80.75,-99.87,-46.5,-84.5,3,-0.059375,0.85625,-0.36719,3
-76,-99.862,-45,-84,3,-0.06125,0.85104,-0.37312,3
-78.167,-99.854,-48.8,-85.143,3,-0.057917,0.84885,-0.37104,3
-71,-99.846,-46.5,-86.286,3,-0.0046875,0.78151,-0.51563,3
-76.2,-99.837,-62.667,-87.429,3,0.10771,0.6675,-0.59167,3
-70.667,-99.829,-65,-88.571,3,0.14896,0.13021,-0.98125,3
-77.333,-99.821,-62.8,-89.714,3,0.13333,0.10271,-0.92146,3
-75,-99.813,-61.5,-90.857,3,0.11328,0.097656,-0.9125,3
-79,-99.805,-60.75,-92,3,-0.24323,0.32135,-0.73229,3
-89.667,-99.797,-69.5,-84,3,-0.13056,-0.37604,0.94514,3
-88,-99.789,-71.667,-84.75,3,-0.11354,-0.25651,0.97396,3
-93,-99.78,-71.4,-85.5,3,-0.12188,-0.25406,0.98188,3
-87,-99.772,-71.4,-86.25,3,-0.11719,-0.25438,0.98781,3
-88,-99.764,-70.5,-87,3,-0.11979,-0.24427,0.98385,3
-88.25,-99.756,-76,-100,3,-0.10859,-0.23672,0.98359,3
-88.5,-99.748,-73.25,-88,3,-0.092708,-0.24167,0.99583,3
-87.25,-99.74,-79.2,-84,3,-0.11458,-0.22427,0.98312,3
-80.25,-99.732,-70.4,-88,3,-0.11625,-0.23135,0.98406,3
-75,-99.724,-70.75,-93,3,-0.12135,-0.22552,0.98854,3
-71,-99.715,-76.2,-90.444,3,-0.11688,-0.2225,0.99313,3
-72,-99.707,-74.2,-87.889,3,-0.1125,-0.22875,0.99156,3
-81.5,-99.699,-72,-85.333,3,-0.11372,-0.23125,0.98681,3
-96,-99.691,-71.667,-92.667,3,-0.10885,-0.22969,0.98385,3
-75,-99.683,-73,-100,3,-0.11667,-0.225,0.98472,3
-88.333,-99.675,-72.75,-99.5,3,-0.11172,-0.21953,0.98906,3
-81.5,-99.667,-63.667,-99,3,-0.11719,-0.22604,0.99115,3
-79.5,-99.659,-75.75,-98.5,3,-0.12135,-0.22448,0.98854,3
-83.333,-99.65,-70,-87,3,-0.12431,-0.24097,0.98125,3
-75,-99.642,-70,-83,3,-0.12431,-0.23264,0.98611,3
-71,-99.634,-67.25,-98,3,-0.12031,-0.2349,0.97552,3
-82,-99.626,-72.5,-99,3,-0.12431,-0.2342,0.98889,3
