Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-78.75,-100,-77.25,-86.5,1,-0.21875,0.74583,0.59375,1
-84,-99.416,-83,-88.333,1,-0.22222,0.74792,0.59097,1
-75.667,-98.832,-77.25,-81.5,1,-0.22552,0.74948,0.59149,1
-81.833,-98.248,-77,-79.667,1,-0.20938,0.73958,0.61233,1
-78,-97.664,-82,-84,1,-0.19965,0.72729,0.62646,1
-75,-97.08,-83.25,-79,1,-0.45833,0.30944,0.69156,1
-75.75,-96.496,-82.8,-95,1,-0.34135,0.40135,0.76094,1
-69.5,-95.912,-83.25,-95.333,1,-0.23203,0.58516,0.54141,1
-75.5,-95.328,-84.25,-95.667,1,-0.56875,0.51094,-0.65312,1
-64.333,-94.744,-76,-96,1,-0.22066,0.20295,0.45955,1
-70.2,-94.16,-90.5,-92.5,1,-0.24417,0.0575,0.94958,1
-70,-93.576,-78,-83.5,1,-0.27049,0.59236,0.62083,1
-78,-92.992,-69.667,-93.5,1,-0.16667,0.52326,0.83333,1
-68,-92.408,-77,-84.6,1,-0.16688,0.54833,0.87333,1
-67,-91.824,-70.5,-82.333,1,-0.20729,-0.28385,0.85139,1
-63.5,-91.24,-73.5,-92.667,1,-0.47552,-0.037326,0.84722,1
-71,-90.656,-83.2,-90.5,1,-0.43118,0.49271,0.88951,1
-78.4,-90.072,-83.333,-90.5,1,-0.38149,0.45872,0.12042,1
-74.8,-89.488,-76.5,-80,1,-0.55333,0.17771,0.25688,1
-76.4,-88.904,-78.667,-86.2,1,-0.28556,0.495,0.6,1
-73.75,-88.32,-77.4,-87.667,1,-0.16292,0.52809,0.83903,1
-85,-87.736,-77.5,-92,1,-0.18108,0.53125,0.83993,1
-83.333,-87.152,-85.333,-84.333,1,-0.175,0.53264,0.83125,1
-79.667,-86.567,-73.5,-85,1,-0.17951,0.53576,0.82951,1
-87.667,-85.983,-81.25,-87.667,1,-0.17552,0.53507,0.83264,1
-89,-85.399,-78.8,-80.5,1,-0.17063,0.53312,0.82479,1
-78,-84.815,-86.667,-92,1,-0.17309,0.5401,0.84028,1
-79.333,-84.231,-74.667,-78.5,1,-0.175,0.5375,0.83194,1
-80,-83.647,-78,-83.75,1,-0.17812,0.53438,0.83438,1
-84.75,-83.063,-83.333,-89,1,-0.17813,0.53437,0.82813,1
-82.75,-82.479,-69,-91.5,1,-0.17604,0.53802,0.83385,1
-76,-81.895,-85,-77,1,-0.17569,0.53819,0.82917,1
-78,-81.311,-79.333,-93,1,-0.16597,0.53819,0.82951,1
-72.75,-80.727,-76.5,-85,1,-0.17552,0.53698,0.82865,1
-78,-80.143,-79,-86,1,-0.16535,0.55125,0.87222,1
-70.25,-79.559,-82.667,-91,1,-0.48455,0.7974,0.11441,1
-71.25,-78.975,-77,-84,1,-0.28125,0.41135,0.79844,1
-73,-78.391,-78.25,-86.5,1,-0.36007,0.36111,0.88142,1
-67.8,-77.807,-77.667,-87.6,1,-0.29764,0.39139,0.78917,1
-64.333,-77.223,-74.25,-80,1,-0.38854,0.38611,0.7724,1
-74.75,-76.639,-89,-77.5,1,-0.21562,0.2875,0.83542,1
-72,-76.055,-78.5,-88.5,1,-0.14375,0.46979,0.90417,1
-59,-75.471,-79.75,-98,1,-0.14802,0.37969,0.80865,1
-53.75,-74.887,-78.667,-98,1,0.2908,-0.32552,0.93212,1
-71.75,-74.303,-79.25,-93.333,1,-0.27153,0.10312,0.85573,1
-66,-73.719,-81,-83.667,1,-0.50174,0.26163,0.85087,1
-60.5,-73.135,-81.75,-81.5,1,-0.4,0.63438,0.68125,1
-62.667,-72.551,-82.5,-85.25,1,-0.29792,0.51432,0.79036,1
-64.75,-71.967,-74,-89,1,-0.30972,0.57813,0.53455,1
-59,-71.383,-70,-92.667,1,0.42396,-0.34375,0.86493,1
-60.2,-70.799,-72.5,-85,1,0.39687,-0.15021,0.88427,1
-76.75,-70.215,-66,-85,1,-0.038368,0.31319,0.74566,1
-74,-69.631,-68,-87.25,1,-0.16458,0.50625,0.86875,1
-70.667,-69.047,-76.667,-89.333,1,-0.14931,0.51181,0.85278,1
-76.5,-68.463,-75.5,-78,1,-0.13646,0.48854,0.86875,1
-72.75,-67.879,-80,-81,1,-0.12021,0.47958,0.87729,1
-64.5,-67.295,-72,-93,1,-0.12118,0.48576,0.875,1
-77,-66.711,-74.5,-87,1,-0.125,0.49583,0.875,1
-71.4,-66.127,-72,-86.75,1,-0.14399,0.49281,0.86969,1
-69.333,-65.543,-71.667,-88,1,-0.15417,0.49965,0.85208,1
-75.4,-64.959,-75,-86,1,-0.15403,0.52174,0.84528,1
-79,-64.375,-75.5,-78,1,-0.15625,0.51944,0.84236,1
-69,-63.791,-84.25,-82,1,-0.15972,0.57413,0.90799,1
-65.75,-63.207,-74.667,-76,1,-0.49583,-0.3349,0.71372,1
-61.75,-62.623,-73.333,-84.333,1,-0.34687,-0.046701,0.90903,1
-79.333,-62.039,-77,-84.5,1,-0.30972,0.33611,0.77708,1
-73.6,-61.455,-75.4,-89.5,1,-0.12281,0.6826,0.71521,1
-72.667,-60.871,-69,-86.75,1,-0.125,0.67917,0.71562,1
-80,-60.287,-72,-84,1,-0.12326,0.6809,0.71875,1
-74.333,-59.702,-73.333,-83,1,-0.1191,0.67465,0.71215,1
-75,-59.118,-81.5,-90,1,-0.12101,0.68125,0.71458,1
-80.5,-58.534,-76,-86,1,-0.12066,0.68646,0.71545,1
-74.5,-57.95,-77.4,-93,1,-0.11208,0.67646,0.71865,1
-74.5,-57.366,-77,-91,1,-0.12031,0.67969,0.71667,1
-77,-56.782,-75.667,-86,1,-0.11986,0.67708,0.71833,1
-78.5,-56.198,-70.4,-84,1,-0.11083,0.6799,0.7174,1
-77,-55.614,-74.75,-92,1,-0.11146,0.67656,0.71354,1
-79.667,-55.03,-68.667,-85,1,-0.12083,0.68229,0.71354,1
-79.6,-54.446,-78,-93.667,1,-0.11861,0.67528,0.70625,1
-80.667,-53.862,-77.333,-84,1,-0.11389,0.69028,0.71389,1
-79.8,-53.278,-74.5,-93.667,1,-0.10003,0.68424,0.70542,1
-74.333,-52.694,-80,-90.5,1,-0.34097,0.55764,0.65625,1
-86,-52.11,-75.25,-86.333,1,-0.4875,0.60885,0.58003,1
-78.4,-51.526,-81.25,-90.5,1,-0.44302,0.68063,0.47167,1
-70.2,-50.942,-79,-102,1,-0.4501,0.85323,-0.21177,1
-68.25,-50.358,-81.333,-90.5,1,-0.46476,0.78073,0.20191,1
-58.5,-49.774,-72.4,-93.5,1,-0.18875,0.2101,0.76854,1
-70.333,-49.19,-76,-86.75,1,-0.31892,0.31007,0.68611,1
-67.667,-48.606,-78.4,-82,1,-0.19056,0.79444,0.57764,1
-63.5,-48.022,-80.25,-91.5,1,-0.42031,0.55573,0.62344,1
-62.333,-47.438,-77.6,-86.6,1,-0.35681,0.64444,0.46625,1
-71.75,-46.854,-84,-85,1,-0.14583,0.27535,0.98003,1
-73.8,-46.27,-78.333,-88.25,1,-0.14889,0.3042,0.96267,1
-68.8,-45.686,-71.333,-85.333,1,-0.15694,0.31361,0.96208,1
-65,-45.102,-73.4,-83.2,1,-0.16271,0.31625,0.94875,1
-68.5,-44.518,-84,-83.75,1,-0.15625,0.31788,0.95122,1
-69.333,-43.934,-74.6,-83.75,1,-0.15625,0.3167,0.95858,1
-72.6,-43.35,-78,-90,1,-0.16104,0.32406,0.95385,1
-65.25,-42.766,-80.25,-87.8,1,-0.15771,0.31688,0.95042,1
-69.4,-42.182,-72,-85.5,1,-0.16156,0.31507,0.95326,1
-66.667,-41.598,-79.6,-80.75,1,-0.16233,0.31601,0.9517,1
-72,-41.014,-75,-80.5,1,-0.15823,0.31344,0.95583,1
-67,-40.43,-76.25,-85.75,1,-0.15781,0.31354,0.95885,1
-66.667,-39.846,-78.5,-87.25,1,-0.15747,0.3125,0.95399,1
-80,-39.262,-78.25,-86,1,-0.15865,0.31385,0.95688,1
-67.4,-38.678,-79,-89.5,1,-0.15812,0.31542,0.95333,1
-67,-38.094,-78.75,-82,1,-0.15747,0.31406,0.95451,1
-68,-37.51,-79.5,-81,1,-0.15937,0.3125,0.95104,1
-65.5,-36.926,-78,-87.75,1,-0.15937,0.31354,0.95521,1
-64,-36.342,-71.333,-90,1,-0.15625,0.3125,0.95833,1
-66.5,-35.758,-78.2,-86,1,-0.15719,0.31576,0.96111,1
-68.5,-35.174,-74.75,-90.4,1,-0.16156,0.31396,0.96052,1
-69.5,-34.59,-77.333,-82.667,1,-0.16042,0.31319,0.95521,1
-67,-34.006,-80,-85.333,1,-0.14462,0.30434,0.95816,1
-72,-33.421,-70,-89,1,-0.15208,0.31059,0.96059,1
-69.5,-32.837,-71.2,-83.2,1,-0.16583,0.31448,0.9549,1
-70.5,-32.253,-74.25,-83.25,1,-0.16458,0.31615,0.95052,1
-73.25,-31.669,-84,-80,1,-0.19188,0.39875,0.86125,1
-62.8,-31.085,-75,-85,1,-0.28806,0.48153,0.81069,1
-60.5,-30.501,-79,-92.5,1,-0.30417,0.35208,1.0135,1
-71,-29.917,-74,-87,1,-0.55694,-0.22986,0.48889,1
-72.444,-29.333,-74.152,-87,2,0.04375,0.425,-0.82083,2
-73.889,-25.25,-74.304,-87,2,0.045312,0.43594,-0.825,2
-75.333,-28,-74.456,-87,2,0.046875,0.4375,-0.83125,2
