Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-75.667,-100,-82.8,-88.333,1,-0.21875,0.74583,0.59375,1
-75.583,-100,-82.4,-87.417,1,-0.22222,0.74792,0.59097,1
-75.667,-100,-82,-88.333,1,-0.22552,0.74948,0.59149,1
-75.583,-100,-80,-87.417,1,-0.20938,0.73958,0.61233,1
-75.5,-100,-78,-86.5,1,-0.19965,0.72729,0.62646,1
-75.25,-100,-77.625,-87.417,1,-0.45833,0.30944,0.69156,1
-75,-100,-78,-88.333,1,-0.34135,0.40135,0.76094,1
-75.25,-100,-80,-89.417,1,-0.23203,0.58516,0.54141,1
-75,-100,-78,-88.333,1,-0.56875,0.51094,-0.65312,1
-75.25,-100,-78.333,-87.417,1,-0.22066,0.20295,0.45955,1
-75,-100,-78,-87.667,1,-0.24417,0.0575,0.94958,1
-75,-100,-78,-88.333,1,-0.27049,0.59236,0.62083,1
-75,-100,-78,-87.667,1,-0.16667,0.52326,0.83333,1
-75,-100,-78,-87.667,1,-0.16688,0.54833,0.87333,1
-75,-100,-78.667,-87.667,1,-0.20729,-0.28385,0.85139,1
-75,-100,-78.667,-87.667,1,-0.47552,-0.037326,0.84722,1
-75.5,-100,-78.667,-90.5,1,-0.43118,0.49271,0.88951,1
-75.5,-100,-78,-87.667,1,-0.38149,0.45872,0.12042,1
-76.4,-100,-78,-87.667,1,-0.55333,0.17771,0.25688,1
-78,-100,-78,-87.667,1,-0.28556,0.495,0.6,1
-78,-100,-78,-87.667,1,-0.16292,0.52809,0.83903,1
-78,-100,-78,-87.667,1,-0.18108,0.53125,0.83993,1
-78,-100,-78,-87.667,1,-0.175,0.53264,0.83125,1
-78,-100,-78,-87.667,1,-0.17951,0.53576,0.82951,1
-78,-100,-78.667,-87.667,1,-0.17552,0.53507,0.83264,1
-78,-100,-78.8,-87.667,1,-0.17063,0.53312,0.82479,1
-78,-100,-78.8,-87.667,1,-0.17309,0.5401,0.84028,1
-78,-100,-78.667,-86.5,1,-0.175,0.5375,0.83194,1
-78,-100,-78.25,-86.5,1,-0.17812,0.53438,0.83438,1
-78,-100,-78.25,-86.5,1,-0.17813,0.53437,0.82813,1
-78,-100,-78.25,-86.5,1,-0.17604,0.53802,0.83385,1
-78,-100,-78.5,-86.5,1,-0.17569,0.53819,0.82917,1
-78,-100,-78.8,-86.5,1,-0.16597,0.53819,0.82951,1
-76,-100,-78.667,-87.6,1,-0.17552,0.53698,0.82865,1
-74.75,-100,-78.8,-87.667,1,-0.16535,0.55125,0.87222,1
-73,-100,-78.8,-87.6,1,-0.48455,0.7974,0.11441,1
-72.75,-100,-79,-87.6,1,-0.28125,0.41135,0.79844,1
-72,-100,-79,-87.6,1,-0.36007,0.36111,0.88142,1
-71.75,-100,-79,-88.5,1,-0.29764,0.39139,0.78917,1
-71.25,-100,-79,-88.5,1,-0.38854,0.38611,0.7724,1
-70.25,-100,-78.667,-87.6,1,-0.21562,0.2875,0.83542,1
-70.25,-100,-78.667,-86.5,1,-0.14375,0.46979,0.90417,1
-70.25,-100,-78.5,-87.25,1,-0.14802,0.37969,0.80865,1
-70.25,-100,-78.25,-87.25,1,0.2908,-0.32552,0.93212,1
-70.25,-100,-78.25,-87.25,1,-0.27153,0.10312,0.85573,1
-70.25,-100,-78.25,-87.25,1,-0.50174,0.26163,0.85087,1
-67.8,-100,-77.667,-87.25,1,-0.4,0.63438,0.68125,1
-67.8,-100,-77.667,-87.25,1,-0.29792,0.51432,0.79036,1
-67.8,-100,-76.667,-87.25,1,-0.30972,0.57813,0.53455,1
-69.333,-100,-75.5,-87.25,1,0.42396,-0.34375,0.86493,1
-70.667,-100,-75.5,-87.25,1,0.39687,-0.15021,0.88427,1
-70.667,-100,-75.5,-87.25,1,-0.038368,0.31319,0.74566,1
-69.333,-100,-75.5,-87,1,-0.16458,0.50625,0.86875,1
-69.333,-100,-75,-86.75,1,-0.14931,0.51181,0.85278,1
-69.333,-100,-74.667,-86,1,-0.13646,0.48854,0.86875,1
-69.333,-100,-74.667,-85,1,-0.12021,0.47958,0.87729,1
-70.667,-100,-74.667,-86,1,-0.12118,0.48576,0.875,1
-71.4,-100,-74.5,-86.75,1,-0.125,0.49583,0.875,1
-72.667,-100,-74,-86,1,-0.14399,0.49281,0.86969,1
-72.75,-100,-73.333,-85,1,-0.15417,0.49965,0.85208,1
-73.6,-100,-74.5,-85,1,-0.15403,0.52174,0.84528,1
-74,-100,-74.667,-86,1,-0.15625,0.51944,0.84236,1
-74,-100,-75,-86,1,-0.15972,0.57413,0.90799,1
-74.333,-100,-75.4,-86,1,-0.49583,-0.3349,0.71372,1
-74.5,-100,-75.4,-86,1,-0.34687,-0.046701,0.90903,1
-74.5,-100,-75,-86,1,-0.30972,0.33611,0.77708,1
-74.5,-100,-74.75,-86,1,-0.12281,0.6826,0.71521,1
-75,-100,-74.75,-86,1,-0.125,0.67917,0.71562,1
-75,-100,-75,-86,1,-0.12326,0.6809,0.71875,1
-75.4,-100,-75.4,-86,1,-0.1191,0.67465,0.71215,1
-77,-100,-75.4,-86,1,-0.12101,0.68125,0.71458,1
-77,-100,-75.5,-86,1,-0.12066,0.68646,0.71545,1
-77,-100,-75.4,-86,1,-0.11208,0.67646,0.71865,1
-77,-100,-75.4,-86.333,1,-0.12031,0.67969,0.71667,1
-77,-100,-75.667,-89.5,1,-0.11986,0.67708,0.71833,1
-77,-100,-76,-90,1,-0.11083,0.6799,0.7174,1
-77,-100,-75.667,-90.5,1,-0.11146,0.67656,0.71354,1
-77,-100,-76,-90.5,1,-0.12083,0.68229,0.71354,1
-77,-100,-76,-90,1,-0.11861,0.67528,0.70625,1
-75,-100,-77,-90.5,1,-0.11389,0.69028,0.71389,1
-75,-100,-77.333,-90.5,1,-0.10003,0.68424,0.70542,1
-74.5,-100,-77.333,-90.5,1,-0.34097,0.55764,0.65625,1
-74.5,-100,-77.4,-90.5,1,-0.4875,0.60885,0.58003,1
-74.333,-100,-77.333,-88.25,1,-0.44302,0.68063,0.47167,1
-73.8,-100,-77.333,-86.75,1,-0.4501,0.85323,-0.21177,1
-71.75,-100,-77.6,-86.75,1,-0.46476,0.78073,0.20191,1
-70.333,-100,-77.6,-86.75,1,-0.18875,0.2101,0.76854,1
-70.333,-100,-78,-86.75,1,-0.31892,0.31007,0.68611,1
-70.2,-100,-78,-87.8,1,-0.19056,0.79444,0.57764,1
-69.4,-100,-78,-86.75,1,-0.42031,0.55573,0.62344,1
-69.333,-100,-78.333,-86.75,1,-0.35681,0.64444,0.46625,1
-69.333,-100,-78.333,-86.6,1,-0.14583,0.27535,0.98003,1
-68.8,-100,-78,-86.333,1,-0.14889,0.3042,0.96267,1
-68.5,-100,-78.333,-86.6,1,-0.15694,0.31361,0.96208,1
-68.5,-100,-78.25,-86,1,-0.16271,0.31625,0.94875,1
-68.25,-100,-78.25,-86,1,-0.15625,0.31788,0.95122,1
-67.667,-100,-78.25,-85.75,1,-0.15625,0.3167,0.95858,1
-68,-100,-78.333,-85.5,1,-0.16104,0.32406,0.95385,1
-67.667,-100,-78.333,-85.5,1,-0.15771,0.31688,0.95042,1
-67.4,-100,-78.25,-85.75,1,-0.16156,0.31507,0.95326,1
-67.4,-100,-78.2,-85.75,1,-0.16233,0.31601,0.9517,1
-68,-100,-78.2,-85.75,1,-0.15823,0.31344,0.95583,1
-68,-100,-78,-85.75,1,-0.15781,0.31354,0.95885,1
-67.4,-100,-78,-85.5,1,-0.15747,0.3125,0.95399,1
-67.4,-100,-78,-85.75,1,-0.15865,0.31385,0.95688,1
-68,-100,-78,-85.75,1,-0.15812,0.31542,0.95333,1
-68,-100,-78,-85.75,1,-0.15747,0.31406,0.95451,1
-68,-100,-78,-85.75,1,-0.15937,0.3125,0.95104,1
-67.4,-100,-78,-85.5,1,-0.15937,0.31354,0.95521,1
-67.4,-100,-78,-85.5,1,-0.15625,0.3125,0.95833,1
-67.4,-100,-78,-85.75,1,-0.15719,0.31576,0.96111,1
-68,-100,-78,-86,1,-0.16156,0.31396,0.96052,1
-68,-100,-78.2,-86,1,-0.16042,0.31319,0.95521,1
-68.5,-100,-78.25,-87,1,-0.14462,0.30434,0.95816,1
-69.5,-100,-78.25,-87,1,-0.15208,0.31059,0.96059,1
-69.5,-100,-78.75,-87,1,-0.16583,0.31448,0.9549,1
-69.5,-100,-78.75,-87,1,-0.16458,0.31615,0.95052,1
-70.5,-100,-79,-87,1,-0.19188,0.39875,0.86125,1
-71,-100,-79,-87.75,1,-0.28806,0.48153,0.81069,1
-72,-100,-80,-89,1,-0.30417,0.35208,1.0135,1
-73.25,-100,-84,-87,1,-0.55694,-0.22986,0.48889,1
-100,-77.5,-100,-89,2,0.04375,0.425,-0.82083,2
-100,-72.2,-100,-87,2,0.045312,0.43594,-0.825,2
-100,-72.2,-100,-87,2,0.046875,0.4375,-0.83125,2
-100,-70.667,-100,-87,2,0.09625,0.67625,-0.485,2
-100,-70.667,-100,-87,2,0.10604,0.83937,-0.094167,2
-100,-70.2,-100,-87,2,0.85375,0.59937,-0.011875,2
-100,-70.2,-100,-87,2,0.59062,0.31042,0.39375,2
-100,-70.2,-100,-87,2,0.78438,0.29766,0.30469,2
-100,-70.2,-100,-87,2,0.95417,0.46875,0.089583,2
-100,-70.2,-100,-87,2,0.81937,0.39313,0.36938,2
-100,-70,-100,-87,2,0.7375,0.47708,0.39167,2
-100,-70,-100,-87,2,0.92219,0.42625,-0.011563,2
-100,-70,-100,-87,2,1.0187,0.35885,0.034896,2
-100,-70,-100,-87,2,0.69938,0.58672,0.30766,2
-100,-70,-100,-87,2,0.315,0.6575,0.53313,2
-100,-70,-100,-87,2,-0.090625,0.53516,0.85234,2
-100,-69.2,-100,-88,2,-0.1325,0.25687,0.96437,2
-100,-70,-100,-88,2,0.013889,0.045833,0.98889,2
-100,-70,-100,-87,2,0.75847,0.26215,0.48139,2
-100,-69.2,-100,-87,2,0.96198,-0.048958,0.078125,2
-100,-69,-100,-87,2,0.9425,0.18875,0.00625,2
-100,-69,-100,-87,2,0.91797,0.22813,0.092969,2
-100,-68.6,-100,-88,2,0.975,0.29125,0.01375,2
-100,-68,-100,-88,2,0.98411,0.17109,0.02474,2
-100,-67,-100,-89,2,0.97188,0.20208,-0.16875,2
-100,-67,-100,-89,2,0.93594,0.14844,-0.075,2
-100,-66.25,-100,-89,2,0.93984,0.11875,0.18594,2
-100,-66.25,-100,-91,2,0.87318,0.22396,0.13177,2
-100,-66.25,-100,-91,2,1.0642,0.32792,0.015,2
-100,-66.25,-100,-91,2,0.12344,0.75417,0.044271,2
-100,-66.25,-100,-91,2,0.98281,0.34531,0.046875,2
-100,-67,-100,-91,2,0.9125,0.2875,0.06875,2
-100,-67,-100,-91,2,0.93906,0.22812,0.027344,2
-100,-67,-100,-91,2,0.92109,0.25938,0.064062,2
-100,-67,-100,-91,2,0.93875,0.27875,0.055625,2
-100,-66.4,-100,-91,2,0.90625,0.26458,0.015625,2
-100,-66.25,-100,-90.5,2,0.91875,0.26,0.0375,2
-100,-66.4,-100,-91,2,0.98281,0.21719,-0.090625,2
-100,-65,-100,-91,2,0.89922,0.16484,0.21797,2
-100,-65,-100,-91,2,0.52578,-0.0085937,0.54609,2
-100,-65,-100,-91,2,1.2323,0.57917,-0.35417,2
-100,-65,-100,-91.333,2,0.61,0.5725,-0.0825,2
-100,-66.4,-100,-91.333,2,0.59125,0.43563,0.35,2
-100,-66.4,-100,-91.333,2,0.95313,0.28594,0,2
-100,-69.333,-100,-94,2,0.90417,0.24375,0.016667,2
-100,-70,-100,-91.333,2,0.9025,0.23875,0.04125,2
-100,-70,-100,-91.333,2,0.8775,0.38875,-0.12438,2
-100,-70,-100,-91,2,0.92594,0.26313,0.03375,2
-100,-69.333,-100,-91,2,0.93594,0.25859,0.025781,2
-100,-69.333,-100,-91.333,2,0.96042,0.2375,0.20313,2
-100,-69.333,-100,-91.333,2,0.9325,0.315,-0.00375,2
-100,-67.667,-100,-91.333,2,0.91563,0.25781,0.073438,2
-100,-67.667,-100,-91.333,2,0.88125,0.24375,-0.01875,2
-100,-69.333,-100,-91,2,0.94688,0.26094,0.053125,2
-100,-70,-100,-91,2,0.99458,0.26167,0.115,2
-100,-70,-100,-91,2,0.94181,0.28653,0.0070833,2
-100,-71.8,-100,-90.333,2,0.86875,0.42708,-0.10573,2
-100,-71.8,-100,-90.333,2,0.87813,0.41875,0.016667,2
-100,-71.8,-100,-88.6,2,0.92969,0.2625,0.073438,2
-100,-71.8,-100,-88.6,2,0.93672,0.28516,0.099219,2
-100,-71.8,-100,-88.5,2,0.94813,0.24,0.10938,2
-100,-72.2,-100,-88.333,2,0.82778,0.41875,0.095139,2
-100,-71.8,-100,-88,2,0.95854,0.23229,-0.060417,2
-100,-71.25,-100,-87,2,0.985,0.25312,0.0725,2
-100,-71.25,-100,-88,2,0.93153,0.22542,0.06625,2
-100,-71,-100,-87,2,0.88521,0.34219,-0.043958,2
-100,-71,-100,-87,2,0.87922,0.34219,0.020781,2
-100,-71.25,-100,-87,2,0.93516,0.27656,-0.025781,2
-100,-71.8,-100,-87,2,0.93875,0.21813,-0.035625,2
-100,-72.2,-100,-87,2,0.95208,0.21069,-0.010417,2
-100,-72.2,-100,-85,2,0.96615,0.22188,0.055729,2
-100,-72.25,-100,-85,2,0.9849,0.31771,0.36979,2
-100,-72.25,-100,-85,2,0.385,0.43312,0.75188,2
-100,-71.8,-100,-85,2,1.11,0.4225,0.068125,2
-100,-71.25,-100,-87,2,0.96094,0.24531,0.11406,2
-100,-71,-100,-87,2,0.96797,0.22344,0.05625,2
-100,-71,-100,-87,2,0.93333,0.1225,0.081875,2
-100,-71,-100,-87,2,0.92188,0.25104,0.094792,2
-100,-71,-100,-87,2,0.89766,0.22812,0.11328,2
-100,-72,-100,-87,2,0.91354,0.40781,0.17656,2
-100,-72.333,-100,-87,2,0.96927,0.31285,-0.011632,2
-100,-72.333,-100,-87,2,0.91979,0.34896,0.12188,2
-100,-72,-100,-88.667,2,0.95469,0.26094,-0.1125,2
-100,-72,-100,-94,2,0.88333,0.23958,-0.0020833,2
-100,-72,-100,-96,2,0.92,0.32625,-0.14125,2
-100,-72.333,-100,-94,2,0.965,0.27375,-0.005,2
-100,-72.5,-100,-96,2,0.93437,0.25156,0.0046875,2
-100,-72.5,-100,-96,2,0.99167,0.26146,-0.09375,2
-100,-72.5,-100,-96,2,0.93611,0.22917,-0.046528,2
-100,-72.5,-100,-88.667,2,0.96771,0.19625,-0.063056,2
-100,-72.333,-100,-88.667,2,0.92083,0.24479,-0.071875,2
-100,-72,-100,-88.667,2,0.9025,0.42625,-0.065,2
-100,-69.5,-100,-96,2,0.027083,0.88698,0.034375,2
-100,-68.333,-100,-88.667,2,0.34375,0.68125,0.017187,2
-100,-70.8,-100,-88.667,2,0.92109,0.3875,0.0039063,2
-100,-70.8,-100,-88.333,2,0.86406,0.30312,0.23594,2
-100,-70.8,-100,-88,2,0.85375,0.27,0.19625,2
-100,-70.8,-100,-88,2,0.9,0.25547,0.14844,2
-100,-70.8,-100,-88,2,0.88299,0.23733,0.052431,2
-100,-70.8,-100,-88,2,0.95391,0.27031,-0.13281,2
-100,-70.8,-100,-88,2,0.93229,0.20521,0.047917,2
-100,-70.6,-100,-88,2,0.88437,0.29688,0.054167,2
-100,-70.6,-100,-87.667,2,0.96042,0.21875,0.10625,2
-100,-70.6,-100,-87.667,2,0.92656,0.038281,-0.17031,2
-100,-70.6,-100,-87.667,2,0.92188,0.21208,-0.17521,2
-100,-70.8,-100,-87.667,2,0.94181,0.10444,0.063056,2
-100,-70.8,-100,-87.667,2,0.87396,0.35938,0.064062,2
-100,-70.8,-100,-87.333,2,0.93698,0.30938,-0.022917,2
-100,-70.6,-100,-87.333,2,0.90035,0.3191,0.022569,2
-100,-70.6,-100,-86.75,2,0.96,0.1325,0.033125,2
-100,-70.6,-100,-86.667,2,0.93312,0.15187,0.12438,2
-100,-70.8,-100,-86,2,0.95833,0.29792,-0.091667,2
-100,-71.25,-100,-86,2,0.91146,0.22187,0.091667,2
-100,-71.333,-100,-85,2,1.0172,0.33906,-0.023438,2
-100,-72.8,-100,-85,2,0.92344,0.24375,0.054688,2
-100,-74,-100,-84.667,2,0.92542,0.25833,0.0020833,2
-100,-75.8,-100,-84.667,2,0.94531,0.27031,0.11641,2
-100,-76.6,-100,-84.667,2,0.90938,0.36521,-0.00020833,2
-100,-77.5,-100,-82,2,0.96172,0.3,0.027344,2
-100,-78.25,-100,-81,2,1.0131,0.47938,-0.02625,2
-100,-78.8,-100,-75.5,2,-0.16042,0.21406,0.49167,2
-100,-87.5,-100,-62.6,4,0.80781,0.51042,-0.034896,4
-100,-89.5,-100,-62.2,4,0.78125,0.5125,-0.08125,4
