Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-81.822,-99.683,-74.548,-88.154,1,-0.21875,0.74583,0.59375,1
-81.064,-99.815,-76.716,-86.114,1,-0.22222,0.74792,0.59097,1
-79.934,-99.666,-78.655,-84.407,1,-0.22552,0.74948,0.59149,1
-78.52,-99.146,-80.334,-83.573,1,-0.20938,0.73958,0.61233,1
-76.959,-98.276,-81.714,-83.944,1,-0.19965,0.72729,0.62646,1
-75.399,-97.184,-82.73,-85.525,1,-0.45833,0.30944,0.69156,1
-73.966,-96.065,-83.29,-87.973,1,-0.34135,0.40135,0.76094,1
-72.734,-95.116,-83.302,-90.685,1,-0.23203,0.58516,0.54141,1
-71.719,-94.467,-82.717,-92.969,1,-0.56875,0.51094,-0.65312,1
-70.895,-94.138,-81.572,-94.238,1,-0.22066,0.20295,0.45955,1
-70.219,-94.031,-80.014,-94.185,1,-0.24417,0.0575,0.94958,1
-69.671,-93.97,-78.293,-92.866,1,-0.27049,0.59236,0.62083,1
-69.272,-93.761,-76.718,-90.681,1,-0.16667,0.52326,0.83333,1
-69.094,-93.267,-75.587,-88.25,1,-0.16688,0.54833,0.87333,1
-69.245,-92.456,-75.111,-86.22,1,-0.20729,-0.28385,0.85139,1
-69.832,-91.411,-75.358,-85.08,1,-0.47552,-0.037326,0.84722,1
-70.926,-90.301,-76.229,-85.013,1,-0.43118,0.49271,0.88951,1
-72.52,-89.322,-77.484,-85.862,1,-0.38149,0.45872,0.12042,1
-74.522,-88.619,-78.807,-87.194,1,-0.55333,0.17771,0.25688,1
-76.753,-88.236,-79.889,-88.444,1,-0.28556,0.495,0.6,1
-78.987,-88.102,-80.514,-89.108,1,-0.16292,0.52809,0.83903,1
-80.988,-88.049,-80.606,-88.9,1,-0.18108,0.53125,0.83993,1
-82.564,-87.884,-80.246,-87.836,1,-0.175,0.53264,0.83125,1
-83.594,-87.449,-79.629,-86.226,1,-0.17951,0.53576,0.82951,1
-84.049,-86.689,-79.001,-84.561,1,-0.17552,0.53507,0.83264,1
-83.978,-85.667,-78.575,-83.352,1,-0.17063,0.53312,0.82479,1
-83.486,-84.543,-78.466,-82.964,1,-0.17309,0.5401,0.84028,1
-82.695,-83.516,-78.669,-83.5,1,-0.175,0.5375,0.83194,1
-81.714,-82.751,-79.063,-84.772,1,-0.17812,0.53438,0.83438,1
-80.62,-82.316,-79.465,-86.366,1,-0.17813,0.53437,0.82813,1
-79.456,-82.16,-79.697,-87.78,1,-0.17604,0.53802,0.83385,1
-78.236,-82.125,-79.645,-88.582,1,-0.17569,0.53819,0.82917,1
-76.97,-82.009,-79.305,-88.546,1,-0.16597,0.53819,0.82951,1
-75.673,-81.639,-78.777,-87.718,1,-0.17552,0.53698,0.82865,1
-74.372,-80.933,-78.235,-86.397,1,-0.16535,0.55125,0.87222,1
-73.102,-79.933,-77.871,-85.032,1,-0.48455,0.7974,0.11441,1
-71.896,-78.79,-77.831,-84.083,1,-0.28125,0.41135,0.79844,1
-70.764,-77.711,-78.171,-83.875,1,-0.36007,0.36111,0.88142,1
-69.693,-76.879,-78.839,-84.511,1,-0.29764,0.39139,0.78917,1
-68.644,-76.389,-79.69,-85.842,1,-0.38854,0.38611,0.7724,1
-67.569,-76.209,-80.526,-87.527,1,-0.21562,0.2875,0.83542,1
-66.44,-76.193,-81.148,-89.14,1,-0.14375,0.46979,0.90417,1
-65.268,-76.132,-81.398,-90.295,1,-0.14802,0.37969,0.80865,1
-64.118,-75.831,-81.197,-90.754,1,0.2908,-0.32552,0.93212,1
-63.11,-75.183,-80.543,-90.479,1,-0.27153,0.10312,0.85573,1
-62.397,-74.207,-79.504,-89.624,1,-0.50174,0.26163,0.85087,1
-62.129,-73.045,-78.195,-88.465,1,-0.4,0.63438,0.68125,1
