Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-89.701,-90.223,-78.198,-94.771,3,-0.39453,-0.74089,0.36823,3
-86.723,-95.064,-71.387,-96.452,3,-0.405,-0.7875,0.37125,3
-84.417,-98.86,-65.872,-98.102,3,-0.43625,-0.7775,0.35,3
-82.974,-101.3,-62.196,-99.497,3,-0.42865,-0.78047,0.34792,3
-82.393,-102.34,-60.482,-100.47,3,-0.43099,-0.78776,0.32969,3
-82.499,-102.22,-60.422,-100.94,3,-0.4375,-0.78542,0.32188,3
-82.998,-101.35,-61.369,-100.95,3,-0.40141,-0.78672,0.36172,3
-83.567,-100.22,-62.509,-100.63,3,-0.40625,-0.7875,0.35156,3
-83.928,-99.256,-63.075,-100.18,3,-0.40906,-0.79234,0.34969,3
-83.913,-98.742,-62.534,-99.776,3,-0.4625,-0.72656,0.40625,3
-83.483,-98.76,-60.711,-99.55,3,-0.26441,-0.88247,0.13906,3
-82.71,-99.209,-57.808,-99.547,3,-0.45573,-0.52187,-0.54375,3
-81.734,-99.865,-54.335,-99.723,3,-0.33281,-0.70651,-0.49219,3
-80.707,-100.47,-50.962,-99.976,3,-0.48875,-0.00125,-0.43625,3
-79.746,-100.83,-48.343,-100.19,3,-0.084687,0.84854,-0.36281,3
-78.915,-100.85,-46.959,-100.27,3,-0.0625,0.85573,-0.35833,3
-78.227,-100.57,-47.022,-100.21,3,-0.059375,0.85625,-0.36719,3
-77.67,-100.12,-48.455,-100.04,3,-0.06125,0.85104,-0.37312,3
-77.247,-99.673,-50.942,-99.865,3,-0.057917,0.84885,-0.37104,3
-77.001,-99.392,-54.036,-99.782,3,-0.0046875,0.78151,-0.51563,3
-77.017,-99.355,-57.278,-99.853,3,0.10771,0.6675,-0.59167,3
-77.408,-99.551,-60.303,-100.06,3,0.14896,0.13021,-0.98125,3
-78.273,-99.889,-62.896,-100.31,3,0.13333,0.10271,-0.92146,3
-79.649,-100.24,-65,-100.43,3,0.11328,0.097656,-0.9125,3
-81.474,-100.47,-66.677,-100.26,3,-0.24323,0.32135,-0.73229,3
-83.578,-100.52,-68.043,-99.679,3,-0.13056,-0.37604,0.94514,3
-85.699,-100.37,-69.208,-98.664,3,-0.11354,-0.25651,0.97396,3
-87.534,-100.11,-70.233,-97.317,3,-0.12188,-0.25406,0.98188,3
-88.805,-99.824,-71.116,-95.853,3,-0.11719,-0.25438,0.98781,3
-89.319,-99.625,-71.816,-94.546,3,-0.11979,-0.24427,0.98385,3
-89.021,-99.574,-72.286,-93.665,3,-0.10859,-0.23672,0.98359,3
-87.999,-99.681,-72.509,-93.4,3,-0.092708,-0.24167,0.99583,3
-86.465,-99.895,-72.519,-93.811,3,-0.11458,-0.22427,0.98312,3
-84.705,-100.13,-72.397,-94.81,3,-0.11625,-0.23135,0.98406,3
-83.009,-100.31,-72.249,-96.188,3,-0.12135,-0.22552,0.98854,3
-81.612,-100.36,-72.167,-97.665,3,-0.11688,-0.2225,0.99313,3
-80.649,-100.28,-72.195,-98.967,3,-0.1125,-0.22875,0.99156,3
-80.146,-100.1,-72.316,-99.89,3,-0.11372,-0.23125,0.98681,3
-80.037,-99.898,-72.456,-100.34,3,-0.10885,-0.22969,0.98385,3
-80.197,-99.743,-72.512,-100.36,3,-0.11667,-0.225,0.98472,3
-80.493,-99.69,-72.392,-100.07,3,-0.11172,-0.21953,0.98906,3
-80.822,-99.752,-72.053,-99.655,3,-0.11719,-0.22604,0.99115,3
-81.129,-99.901,-71.518,-99.282,3,-0.12135,-0.22448,0.98854,3
-81.415,-100.08,-70.879,-99.068,3,-0.12431,-0.24097,0.98125,3
-81.712,-100.22,-70.267,-99.055,3,-0.12431,-0.23264,0.98611,3
-82.058,-100.27,-69.812,-99.208,3,-0.12031,-0.2349,0.97552,3
-82.476,-100.22,-69.601,-99.449,3,-0.12431,-0.2342,0.98889,3
-82.95,-100.1,-69.651,-99.687,3,-0.12031,-0.23594,0.98438,3
-83.434,-99.94,-69.903,-99.856,3,-0.11563,-0.23828,0.97891,3
-83.862,-99.814,-70.242,-99.931,3,-0.125,-0.25156,0.99844,3
-84.169,-99.761,-70.537,-99.928,3,-0.11944,-0.2375,0.98646,3
-84.314,-99.799,-70.681,-99.893,3,-0.125,-0.23594,0.98359,3
-84.29,-99.908,-70.629,-99.873,3,-0.12396,-0.23681,0.98715,3
-84.126,-100.05,-70.411,-99.898,3,-0.125,-0.23958,0.9875,3
-83.876,-100.16,-70.121,-99.969,3,-0.125,-0.23264,0.98698,3
