,0,1
0,0.8371704902187692,0.1628295097812307
1,0.8377668432172505,0.16223315678274958
2,0.5,0.5
3,0.33085766198402056,0.6691423380159797
4,0.7886101622642012,0.2113898377357992
5,0.890975785148306,0.10902421485169403
6,0.8818845447075992,0.11811545529240106
7,0.88046066683752,0.11953933316248003
8,0.36383247654136386,0.6361675234586361
9,0.3550116556081874,0.6449883443918126
10,0.3586899184165714,0.6413100815834286
11,0.3547469312042508,0.6452530687957491
12,0.3334931808286828,0.6665068191713174
13,0.660349492448526,0.339650507551474
14,0.34143631385762624,0.6585636861423737
15,0.3261313448679378,0.6738686551320624
16,0.32762724291795553,0.6723727570820445
17,0.4079224513653945,0.5920775486346056
18,0.3469120419517934,0.6530879580482066
19,0.4179760485919717,0.5820239514080281
20,0.3271012981065134,0.6728987018934868
21,0.34396202379311314,0.6560379762068869
22,0.3440248732567596,0.6559751267432403
23,0.34729701524735884,0.6527029847526413
24,0.4838006332810522,0.5161993667189476
25,0.4511101280378843,0.5488898719621158
26,0.4346288766595421,0.5653711233404579
27,0.5623521258586512,0.4376478741413489
28,0.4498955766941993,0.5501044233058006
29,0.47119515945814733,0.5288048405418526
30,0.590380382482156,0.4096196175178441
31,0.5,0.5
32,0.8627320656457896,0.13726793435421034
33,0.8717959958866508,0.12820400411334934
34,0.7001782603657992,0.2998217396342007
35,0.6956587136266233,0.3043412863733764
36,0.745884055726938,0.25411594427306183
37,0.841450691325153,0.158549308674847
38,0.565949242867383,0.4340507571326169
39,0.9308676830478483,0.06913231695215186
40,0.783296730665896,0.21670326933410408
41,0.8823335895792344,0.11766641042076541
42,0.6042339932214617,0.3957660067785384
43,0.6675559769423919,0.33244402305760823
44,0.5901004505973388,0.4098995494026611
45,0.3442945831873831,0.655705416812617
46,0.3321052686501684,0.6678947313498318
47,0.3327709804137017,0.6672290195862984
48,0.3350148579203217,0.6649851420796785
49,0.37000298992487807,0.6299970100751219
50,0.6148900766226194,0.38510992337738065
51,0.9902853278253313,0.009714672174668733
52,0.9454009404744689,0.05459905952553106
53,0.9340629515997849,0.06593704840021497
54,0.9348574781015128,0.06514252189848736
55,0.9406884349821887,0.05931156501781141
56,0.8858626507630512,0.11413734923694913
57,0.39370896886756906,0.6062910311324311
58,0.37506725008772107,0.6249327499122789
59,0.3433649927889977,0.6566350072110024
60,0.9303665888647019,0.06963341113529817
61,0.7862911600349599,0.2137088399650399
62,0.9402715865381218,0.059728413461878085
63,0.9366760338129099,0.0633239661870903
64,0.926612244082279,0.07338775591772083
65,0.776205447612208,0.2237945523877919
