,0,1,2,3
0,0.09914595468422797,0.2239299025081396,0.12889399377800836,0.5480301490296242
1,0.09805833952086318,0.2170058854253908,0.13704814050594613,0.5478876345478002
2,0.01517305598977553,0.5769243439717492,0.03567530819419938,0.372227291844276
3,0.010256753793245506,0.6459862594756652,0.01787586208861382,0.3258811246424756
4,0.0656918889561014,0.3275341740064489,0.096917423814338,0.5098565132231117
5,0.3261047180650377,0.09692730723182025,0.10326847932902196,0.4736994953741202
6,0.3042649605279185,0.09959725008328413,0.08813925051005919,0.507998538878738
7,0.13038141007423412,0.12038930735014872,0.25749698640958857,0.4917322961660285
8,0.010498676614557308,0.615283716122939,0.026115492558841193,0.34810211470366254
9,0.011314071294759684,0.6097427749945397,0.02514129203366498,0.3538018616770354
10,0.011275324723738642,0.60850959937699,0.025949727679777934,0.3542653482194934
11,0.0112884591895601,0.6100818763163322,0.025080529947342424,0.3535491345467651
12,0.009881040350753429,0.636708176976976,0.019273819238583394,0.3341369634336871
13,0.027459065734114028,0.3967101685995167,0.12465246076936533,0.45117830489700345
14,0.010734846780892714,0.6193818587337695,0.021623863551952404,0.34825943093338535
15,0.01012737375963181,0.6386918757468807,0.01821561952659356,0.33296513096689395
16,0.010092645985892077,0.6427297463488554,0.017991817787557065,0.32918578987769564
17,0.011576562593714855,0.5864338149338186,0.03831912813201487,0.36367049434045157
18,0.010550269922092277,0.6182680207629144,0.02279523854626881,0.3483864707687246
19,0.010892948748642124,0.5975104461747811,0.034464585201127856,0.35713201987544896
20,0.010775501368063881,0.6496976038280485,0.01721045869541019,0.3223164361084777
21,0.009750021975181725,0.6311141517098963,0.021179445936089746,0.3379563803788328
22,0.010270971290225065,0.6225913407446622,0.02206140289941838,0.34507628506569477
23,0.009758630545604215,0.6287820156455348,0.021904781518649462,0.3395545722902118
24,0.019871078719528548,0.5085091482750866,0.0706911721161846,0.40092860088920024
25,0.022882450259282615,0.5205644329703549,0.04693645258327084,0.4096166641870921
26,0.023105315725384684,0.5270723785740111,0.037181937954792195,0.4126403677458116
27,0.04205498097439258,0.4239041734652829,0.09720056019761043,0.43684028536271413
28,0.02158037459584575,0.5241630467773694,0.04882650363950403,0.40543007498728095
29,0.025616817748811107,0.5045967759845209,0.05393294546165172,0.4158534608050163
30,0.056840686808926164,0.39736525089639246,0.09961657898397744,0.4461774833107038
31,0.03231406752489503,0.4782209423645158,0.06050428409347981,0.4289607060171093
32,0.13563157370599443,0.16631855119752842,0.15056515981302482,0.5474847152834519
33,0.19726756863213343,0.15353557557172373,0.08001598543604993,0.569180870360093
34,0.0926453828484414,0.6208578169987358,0.051102272922386865,0.23539452723043602
35,0.09434361682576352,0.6594571893310072,0.051718710445239145,0.19448048339799012
36,0.07367664019663654,0.490108394941821,0.05483207603693508,0.3813828888246075
37,0.11261404704452015,0.24241097598217776,0.09890178229258863,0.5460731946807136
38,0.02558587074249617,0.43610723072797475,0.11722512864668808,0.42108176988284113
39,0.6628515481288222,0.03887709045094681,0.19256992171753,0.10570143970270117
40,0.051907762574087704,0.2108839056106012,0.23610060021973883,0.5011077315955725
41,0.07189679908809565,0.09498485804772872,0.41094938195318514,0.42216896091099076
42,0.03964574848713181,0.3822231364127254,0.13733709099208924,0.4407940241080535
43,0.06237110998909767,0.3057661370363329,0.17950203641869525,0.4523607165558742
44,0.02895199239488419,0.40839402719325724,0.132602748842799,0.4300512315690601
45,0.01158936988767992,0.6114030643006935,0.021977684819835374,0.3550298809917912
46,0.01390457521592656,0.6063184026183305,0.01834408938565188,0.361432932780091
47,0.01428460267457239,0.6043685219334699,0.01827434331619124,0.3630725320757664
48,0.017331512411526626,0.5944585337642491,0.017469600898962028,0.3707403529252622
49,0.010735002855308647,0.6096162753320041,0.027900991103491545,0.35174773070919557
50,0.03012939054822246,0.38484507952624303,0.14797769383534243,0.4370478360901921
51,0.03151396816735458,0.00907087286094806,0.9516848651067799,0.007730293864917487
52,0.37361785293357447,0.012803204031184184,0.6101154124192973,0.0034635306159441475
53,0.26466188047309236,0.01664195146152601,0.7144385010416999,0.004257667023681616
54,0.3980495473415876,0.021452217073802436,0.5720136777467368,0.008484557837872901
55,0.4326429365615033,0.01587841126220904,0.5461312122166403,0.0053474399596473874
56,0.36224775555890165,0.07181189407843035,0.3548619827865399,0.2110783675761279
57,0.012733215099172851,0.5829263024017901,0.035165079297864846,0.36917540320117215
58,0.014409435005454274,0.5818714951081319,0.02794398858440411,0.37577508130200965
59,0.009797279323547877,0.630188064338483,0.021237944354166434,0.3387767119838028
60,0.5705456367384154,0.04097810034289066,0.33516194294083995,0.053314319977853776
61,0.203616363968382,0.2224179429607782,0.1263319458410873,0.44763374722975274
62,0.7168899476734978,0.04044584463255578,0.16846056822349276,0.07420363947045339
63,0.6530016466975662,0.04417661491534782,0.18097825902202522,0.12184347936506075
64,0.5790742131864152,0.060556405363961015,0.1465053404880563,0.21386404096156764
65,0.16362037006982566,0.21520985058658101,0.07169875462918873,0.5494710247144047
66,0.1688790385937107,0.21296780132015306,0.0777444854270671,0.5404086746590689
67,0.18886002809524213,0.18384276669513652,0.08167635020754019,0.545620855002081
68,0.2147990154853293,0.09971539331207845,0.07125637064400994,0.6142292205585825
69,0.012949633198614037,0.5516519017904379,0.05640214405636179,0.37899632095458646
70,0.0134378789395945,0.5652181646987928,0.045277210560296606,0.3760667458013162
71,0.012495764052780026,0.5733541705614434,0.04343062731093079,0.37071943807484575
72,0.15734255131634725,0.10414868810058665,0.2798230173230403,0.4586857432600253
73,0.015338431640450591,0.5291683766418924,0.06689980081206975,0.38859339090558703
74,0.011380293703936156,0.5978800523131682,0.03167327730339385,0.3590663766795019
75,0.011153859306967715,0.5955488806584941,0.034279530776925374,0.359017729257613
76,0.012682701074261598,0.606269780461922,0.021616910868363464,0.35943060759545276
77,0.11710912149188117,0.31085359229671944,0.1087691244435542,0.4632681617678451
78,0.011815916644699926,0.6005463080964148,0.027943559174033912,0.3596942160848511
79,0.011151294505649919,0.6014142739484246,0.030602388904823134,0.35683204264110235
80,0.03962134928129111,0.29738834990517243,0.1761754291875023,0.4868148716260339
81,0.8242652679016129,0.03254573713008185,0.11927477033131716,0.02391422463698815
82,0.7990719978253925,0.04205010281341432,0.11903945640684292,0.03983844295435033
83,0.7628627540466243,0.048575995754936256,0.13067635705067926,0.05788489314776026
84,0.7683882312386504,0.046536745432660585,0.13088071428904158,0.05419430903964755
85,0.7781980840451679,0.032485165964722444,0.1612837343436649,0.02803301564644481
86,0.01184419039872588,0.5776823990809764,0.04315580092892953,0.36731760959136805
87,0.01267885040724059,0.5708456913920833,0.044473865550987805,0.3720015926496885
88,0.01435667739826504,0.5633470690251751,0.04234677121609761,0.37994948236046244
89,0.012611435573910616,0.579429396722417,0.03832964401951629,0.3696295236841561
90,0.011786118932709146,0.5917991340228467,0.033646615804478086,0.3627681312399664
91,0.01233419445541657,0.5835626588737532,0.03667754805230134,0.3674255986185289
92,0.012150136571729196,0.5866785691132455,0.035370587113115755,0.3658007072019097
93,0.012141122065416012,0.5868600501921526,0.03528772084496199,0.36571110689746916
94,0.01299746274580448,0.5880274724666753,0.030311227124787867,0.3686638376627325
95,0.013342427758538423,0.581018309919879,0.033556276010581775,0.3720829863110008
96,0.012140515423707096,0.5922791808760799,0.03158797840235759,0.36399232529785525
97,0.015199475545623212,0.5233767427394735,0.07190438767294449,0.3895193940419585
98,0.019426732286600273,0.5738384264613987,0.03494601987259499,0.37178882137940583
99,0.023844578797452408,0.6010751423024329,0.03062032549447622,0.3444599534056384
100,0.01164571556590522,0.5938379112849169,0.03298087935819595,0.3615354937909821
101,0.011091800429175484,0.6048930249611568,0.028819497737024663,0.3551956768726431
102,0.5104197520170634,0.0446459635034933,0.2841522495254556,0.16078203495398793
103,0.07276703459836677,0.07213276147887494,0.529988601616,0.3251116023067581
104,0.05511284232540393,0.03055197051595908,0.7187960305279151,0.195539156630722
105,0.09723527003393899,0.045438220421264684,0.644716211123715,0.21261029842108115
106,0.5217016036229039,0.008373836554285481,0.46749828833758833,0.0024262714852219163
107,0.017751412497480135,0.5218944371867034,0.06609487997302063,0.39425927034279584
108,0.014898327884265494,0.5503643375074341,0.0506811054213589,0.38405622918694143
