Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-72.158,-89.469,-86.897,-94.574,1,0.58698,-0.62474,-0.38568,1
-67.53,-94.241,-82.896,-95.415,1,0.51302,-0.7974,-0.23151,1
-64.94,-97.999,-79.85,-95.569,1,-0.2309,-0.52118,0.49618,1
-64.416,-100.43,-78.032,-94.684,1,-0.64931,0.49427,0.65382,1
-65.587,-101.53,-77.422,-92.774,1,-0.56792,0.57743,0.54757,1
-67.809,-101.56,-77.748,-90.234,1,-0.58479,0.65542,0.30083,1
-70.332,-100.95,-78.577,-87.728,1,-0.60885,0.65573,0.37899,1
-72.481,-100.16,-79.458,-85.977,1,-0.58854,0.72083,0.33646,1
-73.802,-99.553,-80.045,-85.524,1,-0.44073,0.56615,0.64646,1
-74.123,-99.302,-80.188,-86.548,1,-0.4224,0.53646,0.72813,1
-73.553,-99.414,-79.943,-88.783,1,-0.56885,0.69521,0.27323,1
-72.4,-99.753,-79.524,-91.59,1,-0.54931,0.73056,0.25139,1
-71.062,-100.13,-79.209,-94.145,1,-0.44703,0.66203,0.46781,1
-69.914,-100.38,-79.23,-95.689,1,-0.063681,0.31486,0.96819,1
-69.226,-100.41,-79.695,-95.761,1,-0.17552,0.57135,0.60156,1
-69.129,-100.26,-80.559,-94.347,1,-0.39597,0.77486,-0.29083,1
-69.615,-100,-81.652,-91.874,1,-0.5041,0.77007,-0.13521,1
-70.586,-99.777,-82.744,-89.081,1,-0.43983,0.84444,0.013854,1
-71.892,-99.671,-83.637,-86.787,1,-0.43365,0.82396,0.1449,1
-73.377,-99.722,-84.228,-85.632,1,-0.40736,0.81917,0.25181,1
-74.898,-99.895,-84.545,-85.893,1,-0.40365,0.83281,0.24462,1
-76.323,-100.11,-84.724,-87.404,1,-0.40625,0.82257,0.25,1
-77.526,-100.26,-84.949,-89.63,1,-0.40625,0.82274,0.24774,1
-78.383,-100.3,-85.377,-91.849,1,-0.40736,0.82569,0.24889,1
-78.776,-100.21,-86.074,-93.39,1,-0.40729,0.82813,0.25,1
-78.625,-100.03,-86.983,-93.844,1,-0.40625,0.83094,0.24354,1
-77.913,-99.837,-87.94,-93.187,1,-0.40625,0.83073,0.24479,1
-76.721,-99.72,-88.736,-91.766,1,-0.40625,0.825,0.22656,1
-75.229,-99.721,-89.183,-90.173,1,-0.40625,0.82969,0.22188,1
-73.698,-99.837,-89.19,-89.037,1,-0.40625,0.83437,0.22222,1
-72.416,-100.02,-88.792,-88.816,1,-0.40625,0.83542,0.21979,1
-71.632,-100.19,-88.148,-89.648,1,-0.40625,0.83767,0.22222,1
-71.49,-100.29,-87.486,-91.316,1,-0.40625,0.82813,0.22153,1
-71.986,-100.26,-87.032,-93.329,1,-0.40625,0.83391,0.23469,1
-72.968,-100.14,-86.935,-95.086,1,-0.40813,0.83937,0.22562,1
