Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room
-84.016,-61.067,-78.914,-101.1,2
-90.127,-54.635,-87.681,-102.27,2
-95.8,-52.374,-95.409,-101.87,2
-100.21,-54.256,-101.08,-100.07,2
-102.88,-59.278,-104.2,-97.415,2
-103.72,-65.739,-104.84,-94.652,2
-103.08,-71.714,-103.6,-92.553,2
-101.55,-75.575,-101.39,-91.661,2
-99.835,-76.417,-99.168,-92.137,2
-98.516,-74.27,-97.668,-93.715,2
-97.943,-70.042,-97.258,-95.793,2
-98.165,-65.211,-97.89,-97.624,2
-98.971,-61.372,-99.179,-98.556,2
-99.997,-59.774,-100.58,-98.239,2
-100.87,-60.969,-101.6,-96.729,2
-101.32,-64.69,-101.92,-94.467,2
-101.28,-69.965,-101.51,-92.13,2
-100.83,-75.427,-100.61,-90.408,2
-100.2,-79.725,-99.576,-89.781,2
-99.621,-81.894,-98.796,-90.365,2
-99.26,-81.597,-98.522,-91.87,2
-99.162,-79.166,-98.805,-93.704,2
-99.243,-75.45,-99.496,-95.157,2
-99.341,-71.522,-100.31,-95.633,2
-99.295,-68.356,-100.96,-94.839,2
-99.016,-66.566,-101.2,-92.875,2
-98.531,-66.275,-101,-90.2,2
-97.973,-67.147,-100.45,-87.491,2
-97.537,-68.554,-99.766,-85.429,2
-97.397,-69.807,-99.216,-84.505,2
-97.638,-70.381,-98.983,-84.877,2
-98.219,-70.051,-99.135,-86.348,2
-98.976,-68.922,-99.592,-88.445,2
-99.683,-67.344,-100.17,-90.581,2
-100.13,-65.755,-100.66,-92.239,2
-100.18,-64.527,-100.88,-93.115,2
-99.874,-63.845,-100.77,-93.183,2
-99.345,-63.681,-100.38,-92.664,2
-98.827,-63.845,-99.877,-91.915,2
-98.55,-64.089,-99.439,-91.287,2
-98.66,-64.225,-99.225,-90.994,2
-99.161,-64.205,-99.303,-91.049,2
-99.917,-64.132,-99.633,-91.276,2
-100.69,-64.201,-100.08,-91.395,2
-101.24,-64.604,-100.48,-91.143,2
-101.39,-65.419,-100.69,-90.387,2
-101.09,-66.548,-100.64,-89.19,2
-100.46,-67.718,-100.36,-87.797,2
-99.716,-68.552,-99.951,-86.564,2
-99.127,-68.691,-99.578,-85.838,2
-98.888,-67.926,-99.372,-85.842,2
-99.073,-66.287,-99.404,-86.596,2
-99.602,-64.071,-99.653,-87.906,2
-100.27,-61.777,-100.02,-89.427,2
-100.84,-59.988,-100.37,-90.763,2
-101.08,-59.21,-100.57,-91.593,2
-100.92,-59.733,-100.56,-91.76,2
-100.41,-61.547,-100.34,-91.313,2
-99.747,-64.341,-100,-90.476,2
-99.172,-67.578,-99.672,-89.571,2
-98.905,-70.631,-99.47,-88.907,2
-99.054,-72.935,-99.468,-88.694,2
-99.568,-74.11,-99.662,-88.975,2
-100.26,-74.038,-99.976,-89.633,2
-100.88,-72.858,-100.29,-90.438,2
-101.18,-70.91,-100.49,-91.123,2
-101.03,-68.626,-100.51,-91.475,2
-100.45,-66.426,-100.34,-91.389,2
-99.606,-64.623,-100.04,-90.892,2
-98.763,-63.382,-99.738,-90.117,2
-98.181,-62.716,-99.535,-89.253,2
-98.031,-62.529,-99.508,-88.48,2
-98.336,-62.677,-99.664,-87.912,2
-98.966,-63.024,-99.942,-87.575,2
-99.694,-63.486,-100.24,-87.416,2
-100.27,-64.041,-100.44,-87.329,2
-100.54,-64.721,-100.48,-87.207,2
-100.46,-65.576,-100.34,-86.981,2
-100.15,-66.635,-100.07,-86.65,2
-99.801,-67.877,-99.779,-86.278,2
-99.635,-69.215,-99.571,-85.976,2
-99.776,-70.497,-99.524,-85.867,2
-100.21,-71.536,-99.656,-86.05,2
-100.77,-72.143,-99.917,-86.568,2
-101.2,-72.17,-100.21,-87.391,2
-101.25,-71.552,-100.42,-88.421,2
-100.77,-70.333,-100.48,-89.505,2
-99.8,-68.665,-100.35,-90.469,2
-98.56,-66.8,-100.09,-91.148,2
-97.4,-65.041,-99.792,-91.422,2
-96.684,-63.687,-99.568,-91.243,2
-96.664,-62.972,-99.506,-90.646,2
-97.386,-63.004,-99.632,-89.75,2
-98.665,-63.736,-99.903,-88.737,2
-100.13,-64.968,-100.22,-87.811,2
-101.34,-66.382,-100.46,-87.153,2
-101.95,-67.62,-100.53,-86.873,2
-101.79,-68.371,-100.39,-86.974,2
-100.96,-68.45,-100.1,-87.346,2
-99.761,-67.858,-99.748,-87.792,2
-98.615,-66.784,-99.483,-88.083,2
-97.89,-65.558,-99.409,-88.031,2
-97.775,-64.562,-99.57,-87.562,2
-98.208,-64.116,-99.917,-86.757,2
-98.906,-64.375,-100.33,-85.852,2
-99.469,-65.273,-100.64,-85.179,2
-99.554,-66.522,-100.72,-85.074,2
-99.02,-67.683,-100.5,-85.762,2
-98.015,-68.29,-100.04,-87.265,2
-96.944,-67.988,-99.49,-89.363,2
-96.33,-66.656,-99.078,-91.623,2
-96.602,-64.474,-99.003,-93.507,2
-97.878,-61.907,-99.373,-94.522,2
-99.831,-59.62,-100.13,-94.372,2
-101.69,-58.322,-101.06,-93.07,2
-102.38,-58.603,-101.76,-90.961,2
-100.84,-60.791,-101.82,-88.649,2
-96.304,-64.866,-100.85,-86.835,2
-88.63,-70.462,-98.645,-86.122,2
-78.397,-76.95,-95.228,-86.829,2
-66.867,-83.578,-90.903,-88.886,2
-55.725,-89.626,-86.184,-91.837,1
-46.695,-94.547,-81.692,-94.961,1
-41.122,-98.057,-78.016,-97.473,1
-39.638,-100.15,-75.573,-98.75,1
-42.013,-101.05,-74.51,-98.511,1
-47.229,-101.11,-74.677,-96.9,1
-53.755,-100.74,-75.67,-94.434,1
-59.948,-100.26,-76.939,-91.848,1
-64.473,-99.897,-77.936,-89.869,1
-66.605,-99.724,-78.258,-89.004,1
-66.367,-99.726,-77.742,-89.389,1
-64.44,-99.826,-76.505,-90.77,1
-61.912,-99.941,-74.904,-92.593,1
-59.926,-100.02,-73.428,-94.194,1
-59.354,-100.03,-72.566,-95.013,1
-60.573,-100.02,-72.668,-94.768,1
-63.407,-99.999,-73.855,-93.529,1
-67.242,-100,-75.986,-91.684,1
-71.249,-100.03,-78.692,-89.792,1
-74.652,-100.07,-81.478,-88.397,1
-76.948,-100.09,-83.845,-87.85,1
-78.011,-100.08,-85.412,-88.204,1
-78.071,-100.02,-86.002,-89.219,1
-77.584,-99.943,-85.67,-90.462,1
-77.042,-99.874,-84.669,-91.469,1
-76.809,-99.848,-83.369,-91.904,1
-77.015,-99.881,-82.152,-91.673,1
-77.558,-99.965,-81.312,-90.934,1
-78.186,-100.07,-80.988,-90.02,1
-78.631,-100.16,-81.147,-89.297,1
-78.729,-100.19,-81.616,-89.014,1
-78.483,-100.14,-82.149,-89.203,1
-78.06,-100.04,-82.51,-89.662,1
-77.699,-99.919,-82.546,-90.035,1
-77.6,-99.822,-82.225,-89.95,1
-77.82,-99.79,-81.642,-89.175,1
-78.227,-99.838,-80.979,-87.722,1
-78.537,-99.952,-80.447,-85.867,1
-78.413,-100.09,-80.221,-84.069,1
-77.608,-100.19,-80.39,-82.817,1
-76.078,-100.23,-80.941,-82.456,1
-74.038,-100.17,-81.764,-83.064,1
-71.92,-100.05,-82.693,-84.406,1
-70.256,-99.907,-83.556,-86.013,1
-69.505,-99.795,-84.219,-87.338,1
-69.897,-99.76,-84.617,-87.947,1
-71.336,-99.818,-84.764,-87.686,1
-73.403,-99.948,-84.734,-86.743,1
-75.473,-100.1,-84.639,-85.602,1
-76.89,-100.22,-84.592,-84.883,1
-77.17,-100.25,-84.688,-85.136,1
-76.154,-100.19,-84.992,-86.639,1
-74.063,-100.05,-85.537,-89.287,1
-71.435,-99.89,-86.331,-92.609,1
-68.972,-99.771,-87.366,-95.898,1
-67.323,-99.742,-88.617,-98.435,1
-66.897,-99.815,-90.032,-99.71,1
-67.739,-99.962,-91.522,-99.589,1
-69.523,-100.13,-92.948,-98.352,1
-71.659,-100.24,-94.13,-96.601,1
-73.476,-100.26,-94.865,-95.054,1
-74.427,-100.16,-94.97,-94.313,1
-74.257,-100,-94.329,-94.66,1
-73.072,-99.843,-92.943,-95.966,1
-71.309,-99.76,-90.956,-97.728,1
-69.604,-99.801,-88.65,-99.238,1
-68.605,-99.953,-86.408,-99.809,1
-68.799,-100.14,-84.642,-98.996,1
-70.383,-100.23,-83.709,-96.728,1
-73.233,-100.07,-83.834,-93.323,1
-76.964,-99.535,-85.056,-89.366,1
-81.047,-98.574,-87.221,-85.512,1
-84.966,-97.226,-90.013,-82.267,1
-88.342,-95.624,-93.027,-79.829,1
-91.002,-93.963,-95.853,-78.039,1
-92.979,-92.454,-98.16,-76.457,1
-94.45,-91.268,-99.748,-74.537,1
-95.64,-90.495,-100.57,-71.828,1
-96.733,-90.125,-100.69,-68.155,1
-97.809,-90.061,-100.28,-63.689,1
-98.839,-90.16,-99.488,-58.916,1
-99.72,-90.275,-98.467,-54.488,1
-100.33,-90.311,-97.299,-51.034,1
-100.6,-90.246,-96.02,-48.97,1
-100.53,-90.135,-94.65,-48.393,1
-100.22,-90.087,-93.23,-49.071,1
-99.814,-90.22,-91.85,-50.54,1
-99.432,-90.615,-90.66,-52.263,1
-99.154,-91.281,-89.846,-53.795,1
-98.971,-92.144,-89.586,-54.898,1
-98.803,-93.057,-89.991,-55.573,1
-98.537,-93.842,-91.066,-56.002,1
-98.081,-94.328,-92.678,-56.426,1
-97.416,-94.4,-94.581,-57.012,1
-96.619,-94.026,-96.458,-57.761,1
-95.849,-93.265,-97.996,-58.49,1
-95.302,-92.251,-98.959,-58.894,1
-95.143,-91.169,-99.248,-58.664,1
-95.449,-90.208,-98.916,-57.623,1
-96.173,-89.534,-98.155,-55.815,1
-97.147,-89.259,-97.237,-53.528,1
-98.129,-89.428,-96.441,-51.225,1
-98.875,-90.02,-95.976,-49.415,1
-99.208,-90.958,-95.933,-48.507,1
-99.075,-92.123,-96.265,-48.682,1
-98.561,-93.378,-96.807,-49.843,1
-97.861,-94.585,-97.335,-51.65,1
-97.217,-95.625,-97.632,-53.623,1
-96.842,-96.417,-97.55,-55.286,1
-96.858,-96.925,-97.056,-56.295,1
-97.256,-97.167,-96.241,-56.52,1
-97.909,-97.201,-95.291,-56.052,1
-98.618,-97.111,-94.438,-55.136,1
-99.176,-96.983,-93.897,-54.071,1
-99.44,-96.875,-93.805,-53.108,1
-99.377,-96.799,-94.19,-52.382,1
-99.071,-96.712,-94.957,-51.898,1
-98.694,-96.524,-95.918,-51.572,1
-98.444,-96.131,-96.837,-51.304,1
-98.479,-95.452,-97.49,-51.045,1
-98.861,-94.462,-97.723,-50.828,1
-99.527,-93.222,-97.49,-50.754,4
-100.31,-91.874,-96.867,-50.934,4
-100.98,-90.619,-96.032,-51.413,4
-101.31,-89.662,-95.224,-52.113,4
-101.15,-89.161,-94.681,-52.821,4
-100.47,-89.177,-94.576,-53.232,4
-99.352,-89.654,-94.974,-53.044,4
-97.991,-90.427,-95.805,-52.069,4
-96.616,-91.268,-96.875,-50.32,4
-95.44,-91.95,-97.912,-48.041,4
-94.597,-92.314,-98.627,-45.665,4
-94.119,-92.31,-98.791,-43.704,4
-93.935,-92.011,-98.301,-42.605,4
-93.907,-91.588,-97.213,-42.617,4
-93.881,-91.241,-95.741,-43.724,4
-93.746,-91.137,-94.213,-45.637,4
-93.469,-91.345,-92.997,-47.89,4
-93.106,-91.808,-92.409,-49.97,4
-92.787,-92.357,-92.63,-51.465,4
-92.668,-92.763,-93.66,-52.169,4
-92.876,-92.81,-95.308,-52.12,4
-93.469,-92.371,-97.239,-51.555,4
-94.402,-91.453,-99.049,-50.808,4
-95.539,-90.205,-100.37,-50.185,4
-96.686,-88.879,-100.95,-49.859,4
-97.646,-87.761,-100.72,-49.83,4
-98.277,-87.083,-99.797,-49.948,4
-98.536,-86.961,-98.445,-49.994,4
-98.489,-87.356,-96.994,-49.786,4
-98.294,-88.096,-95.756,-49.261,4
-98.151,-88.921,-94.945,-48.511,4
-98.233,-89.563,-94.633,-47.751,4
-98.624,-89.821,-94.754,-47.235,4
-99.278,-89.615,-95.145,-47.156,4
-100.02,-88.997,-95.613,-47.554,4
-100.58,-88.126,-96.003,-48.298,4
-100.67,-87.218,-96.242,-49.113,4
-100.08,-86.477,-96.353,-49.682,4
-98.715,-86.049,-96.425,-49.759,4
-96.698,-85.989,-96.565,-49.263,4
-94.322,-86.269,-96.845,-48.322,4
-92.014,-86.8,-97.258,-47.237,4
-90.236,-87.475,-97.722,-46.379,4
-89.377,-88.199,-98.101,-46.066,4
-89.652,-88.906,-98.266,-46.445,4
-91.038,-89.562,-98.152,-47.431,4
-93.277,-90.145,-97.794,-48.733,4
-95.921,-90.631,-97.335,-49.946,4
-98.435,-90.981,-96.985,-50.686,4
-100.32,-91.148,-96.955,-50.723,4
-101.22,-91.101,-97.377,-50.063,4
-100.99,-90.847,-98.248,-48.947,4
-99.732,-90.454,-99.41,-47.77,4
-97.739,-90.05,-100.58,-46.944,4
-95.416,-89.795,-101.44,-46.757,4
-93.181,-89.843,-101.69,-47.272,4
-91.367,-90.282,-101.21,-48.304,4
-90.165,-91.096,-100.03,-49.481,4
-89.606,-92.15,-98.393,-50.378,4
-89.594,-93.216,-96.642,-50.662,4
-89.967,-94.025,-95.157,-50.216,4
-90.564,-94.349,-94.238,-49.179,4
-91.282,-94.066,-94.02,-47.907,4
-92.092,-93.208,-94.448,-46.855,4
-93.029,-91.958,-95.303,-46.425,4
-94.146,-90.603,-96.279,-46.827,4
-95.459,-89.459,-97.083,-48.011,4
