Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room
-52.2,-100,-77.75,-97.5,1
-60.333,-100,-77.5,-82,1
-56.8,-100,-83.333,-100,1
-70,-100,-76.75,-94,1
-64.25,-100,-75.2,-80.25,1
-55.75,-100,-73.25,-85.25,1
-59.667,-100,-75,-88.75,1
-65.75,-100,-78,-100,1
-64.667,-100,-80.75,-100,1
-63.5,-100,-77.25,-99,1
-46.667,-100,-78.2,-86.25,1
-59.667,-100,-77,-100,1
-62.5,-100,-76.667,-100,1
-58.25,-100,-85.5,-100,1
-60.667,-100,-79,-100,1
-73.667,-100,-84.333,-100,1
-59.6,-100,-81.6,-100,1
-58,-100,-90,-100,1
-57.25,-100,-84.2,-100,1
-61.75,-100,-81.75,-100,1
-56.6,-100,-84.2,-100,1
-64.667,-100,-79.333,-100,1
-56.5,-100,-84.6,-100,1
-65,-100,-78.667,-100,1
-56.25,-100,-83,-100,1
-59.75,-100,-81,-100,1
-65.667,-100,-79.2,-100,1
-52.75,-100,-77.667,-100,1
-58.6,-100,-79.333,-100,1
-60.333,-100,-83.5,-100,1
-58.8,-100,-79.6,-100,1
-70,-100,-79,-100,1
-61.75,-100,-82.8,-100,1
-59.2,-100,-81.333,-100,1
-62.2,-100,-78,-100,1
-58.2,-100,-78.5,-100,1
-57,-100,-80.75,-100,1
-56,-100,-83.5,-100,1
-56.25,-100,-82,-100,1
-55.6,-100,-81,-100,1
-64,-100,-82.75,-100,1
-61.8,-100,-83.25,-100,1
-60.25,-100,-82,-100,1
-59,-100,-80.2,-100,1
-58.333,-100,-80.333,-100,1
-58,-100,-81.75,-100,1
-56.25,-100,-81,-100,1
-60,-100,-79.25,-100,1
-61,-100,-82.2,-100,1
-57.667,-100,-79,-100,1
-59,-100,-80.667,-100,1
-63.333,-100,-83.333,-100,1
-53.75,-100,-78.75,-100,1
-55.75,-100,-81.667,-100,1
-55.6,-100,-81.167,-100,1
-56,-100,-84.2,-100,1
-61.25,-100,-80.5,-100,1
-61,-100,-88,-100,1
-59.5,-100,-83.5,-100,1
-70,-100,-86.4,-100,1
-56.5,-100,-82.5,-100,1
-58,-100,-80,-100,1
-60.25,-100,-84.2,-100,1
-56.667,-100,-78,-100,1
-58.667,-100,-83.333,-100,1
-55.4,-100,-80,-100,1
-59.5,-100,-77,-100,1
-57.167,-100,-85,-100,1
-56.25,-100,-81.8,-100,1
-52,-100,-82.25,-100,1
