Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room
-88,-100,-78.25,-103,1
-77,-100,-78.5,-100,1
-70.4,-100,-85.667,-82,1
-72.333,-100,-77,-82.5,1
-74.667,-100,-75.333,-100,1
-60.5,-100,-70.25,-85.5,1
-76.667,-100,-69,-100,1
-59.5,-100,-68,-100,1
-67.6,-100,-75.25,-84,1
-92.667,-100,-87,-100,1
-78.5,-100,-84.667,-100,1
-87.5,-100,-80,-100,1
-82,-100,-85.2,-100,1
-73.8,-100,-89,-86,1
-85.667,-100,-78.333,-100,1
-77.333,-100,-92,-100,1
-71.333,-100,-80,-100,1
-81.667,-100,-75.25,-100,1
-75.5,-100,-84.75,-100,1
-67.667,-100,-83.5,-96,1
-75.5,-100,-72.75,-100,1
-72.667,-100,-81.6,-87,1
-67.5,-100,-81,-95,1
-67,-100,-71,-79,1
-64,-100,-78.5,-100,1
-64,-100,-85.5,-100,1
-69.333,-100,-85.333,-100,1
-78.4,-100,-83.6,-98,1
-75.5,-100,-79,-100,1
-69.75,-100,-89,-100,1
-70.667,-100,-85,-90,1
-74.6,-100,-87.25,-100,1
-75,-100,-76.8,-89,1
-75.2,-100,-79,-86,1
-75.8,-100,-73.667,-93.333,1
-72.4,-100,-89,-81,1
-81.667,-100,-84.8,-100,1
-75.6,-100,-78.4,-100,1
-72,-100,-83.5,-100,1
-71.25,-100,-75.333,-100,1
-69.5,-100,-76,-100,1
-80.5,-100,-83.333,-100,1
-73.75,-100,-77,-101,1
-81.333,-100,-82,-100,1
-73,-100,-79.25,-100,1
-76,-100,-80.75,-100,1
-68.4,-100,-76.4,-100,1
-69.75,-100,-75.5,-100,1
-70.25,-100,-70,-92,1
-78.5,-100,-84.75,-89,1
-66,-100,-74.5,-89,1
-68.5,-100,-76.5,-100,1
-71.75,-100,-87.2,-85,1
-72.4,-100,-86.25,-100,1
-72.8,-100,-77.5,-100,1
-64.5,-100,-72.6,-81,1
-71,-100,-73.667,-100,1
-73.5,-100,-60,-100,1
-66.333,-100,-70.75,-100,1
-70,-100,-74.75,-100,1
-72.25,-100,-79,-100,1
-75.4,-100,-63,-100,1
-69.5,-100,-68.75,-101,1
-77.6,-100,-80,-82,1
-64,-100,-72,-100,1
-74.667,-100,-73.75,-86,1
-76,-100,-75,-100,1
-83,-100,-81,-100,1
-70.75,-100,-79.2,-100,1
-69.333,-100,-79.8,-100,1
-74.4,-100,-80.4,-87,1
-72.2,-100,-82.2,-100,1
-71,-100,-80.75,-100,1
-73.4,-100,-84,-92,1
-83.333,-100,-88,-100,1
-68.5,-100,-76,-100,1
-70.75,-100,-79,-100,1
-69,-100,-81.25,-100,1
-73.75,-100,-83.75,-100,1
-63.8,-100,-77.833,-100,1
-69.667,-100,-72,-100,1
-54,-100,-73,-92.5,1
-56.333,-100,-69.667,-85,1
-63.5,-100,-78,-100,1
-65.333,-100,-71.25,-100,1
-71.5,-100,-70.6,-100,1
-66.333,-100,-73.4,-100,1
-67.75,-100,-73.667,-100,1
-63.6,-100,-72.5,-100,1
-63,-100,-87,-86,1
-56.667,-100,-79,-87,1
-62,-100,-79.333,-89,1
-77,-100,-81.2,-95,1
-66,-100,-86.5,-100,1
-82.333,-100,-83.2,-100,1
-76,-100,-87,-100,1
-82,-100,-81.25,-100,1
-87.4,-100,-82.667,-100,1
-75.2,-100,-83.25,-100,1
-82,-100,-77.5,-100,1
-71.8,-100,-85,-100,1
-73.25,-100,-79.667,-100,1
-75.5,-100,-79.5,-100,1
-75,-100,-81.2,-100,1
-70.75,-100,-82,-100,1
-73,-100,-83.333,-100,1
-69,-100,-79.5,-100,1
-75.4,-100,-78.5,-100,1
-71.6,-100,-76,-100,1
-78,-100,-79.8,-100,1
-73.5,-100,-85.5,-100,1
-78.75,-100,-86,-100,1
-72,-100,-77.6,-100,1
-70.333,-100,-86.75,-79,1
-53.667,-100,-84.6,-100,1
-49,-100,-90,-100,1
-39.75,-100,-89.667,-100,1
-35.5,-100,-82.333,-100,1
-33.833,-100,-84,-100,1
-37.333,-100,-90,-100,1
-32,-100,-87.5,-100,1
-100,-28.25,-100,-100,2
-100,-37.2,-100,-100,2
-100,-23,-100,-100,2
-100,-49.5,-100,-100,2
-100,-70.75,-100,-91.333,2
-100,-71,-100,-87.5,2
-100,-85,-100,-80.5,2
-88,-67.5,-100,-88,2
-100,-67,-100,-100,2
-100,-61.75,-100,-100,2
-100,-71,-100,-100,2
-100,-82.75,-100,-100,2
-87,-75.25,-100,-82.5,2
-100,-65,-100,-100,2
-100,-72,-100,-85,2
-100,-63.5,-100,-100,2
-100,-75.2,-100,-87,2
-100,-70.333,-100,-80,2
-100,-75,-100,-100,2
-100,-87,-100,-86,2
-100,-79.75,-100,-88.333,2
-87,-69.25,-100,-91,2
-96.5,-68,-100,-82,2
-100,-62.333,-100,-100,2
-100,-74,-100,-100,2
-100,-61.5,-100,-100,2
-100,-60,-100,-100,2
-100,-61.25,-100,-100,2
-100,-65.8,-100,-100,2
-100,-66,-100,-80,2
-100,-78.5,-100,-100,2
-100,-84,-100,-88.667,2
-100,-72.25,-100,-86,2
-100,-66.667,-100,-81,2
-100,-54.5,-100,-100,2
-100,-65.4,-100,-100,2
-100,-67,-100,-100,2
-100,-81.25,-100,-86,2
-100,-77.25,-100,-89,2
-90,-83,-100,-79.667,2
-100,-79.75,-100,-94,2
-100,-68.25,-100,-100,2
-100,-64.5,-100,-100,2
-100,-56,-100,-100,2
-100,-69.8,-100,-100,2
-100,-80.5,-100,-92,2
-100,-79.5,-100,-100,2
-100,-81,-100,-100,2
-100,-73.75,-100,-100,2
-100,-67.25,-100,-100,2
-100,-65,-100,-98,2
-100,-66.5,-100,-100,2
-100,-70.75,-100,-100,2
-100,-76.5,-100,-100,2
-100,-73.25,-100,-82,2
-100,-75,-100,-89.333,2
-99,-77.5,-100,-89.333,2
-91,-74.4,-100,-85.25,2
-100,-67.6,-100,-100,2
-100,-63.8,-100,-100,2
-100,-67.5,-100,-100,2
-100,-62.6,-100,-100,2
-87,-66.75,-100,-84,2
-100,-69,-100,-88,2
-100,-70.8,-100,-86,2
