Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-69.436,-99.442,-83.183,-86.181,1,0.099653,0.85799,0.26944,1
-69.888,-99.331,-82.586,-86.25,1,0.87344,0.54479,0.18437,1
-69.215,-99.219,-82.169,-86.094,1,0.67969,0.5974,0.15937,1
-69.235,-99.107,-81.683,-86.25,1,-0.0017361,0.77049,0.59097,1
-68.092,-98.996,-81.365,-86.275,1,0.053333,0.41972,0.95806,1
-68.333,-98.884,-81.35,-86.318,1,-0.0083333,0.39139,0.92819,1
-68.152,-98.661,-81.35,-87.318,1,-0.0051389,0.38649,0.92066,1
-68.523,-98.438,-80.359,-87.591,1,-0.065799,0.5276,0.86233,1
-68.659,-98.215,-79.45,-86.955,1,-0.054583,0.6125,0.79396,1
-69.241,-97.992,-78.882,-86.78,1,0.15729,-0.18437,0.94937,1
-69.495,-97.769,-78.9,-86.508,1,0.21141,-0.16922,0.94344,1
-69.692,-97.545,-79.039,-87.356,1,-0.25486,0.70833,0.60608,1
-69.383,-97.322,-78.93,-88.023,1,-0.34146,0.76583,0.46646,1
-69.542,-97.099,-79.302,-89.114,1,-0.26745,0.81979,0.43047,1
-69.892,-96.876,-79.047,-90.25,1,-0.30219,0.81094,0.44125,1
-71.161,-96.653,-78.433,-90.386,1,-0.28056,0.8,0.47917,1
-70.933,-96.43,-77.733,-90.636,1,-0.32161,0.85521,0.34609,1
-71.394,-96.207,-77.033,-91.515,1,-0.2225,0.77625,0.4975,1
-71.97,-95.983,-77.161,-91.492,1,-0.10391,0.63125,0.7349,1
-72.442,-95.76,-76.161,-91.629,1,-0.33208,0.73958,0.65865,1
-72.861,-95.537,-77.002,-91.955,1,-0.27813,0.57813,0.77969,1
-73.224,-95.314,-76.274,-91.682,1,-0.27188,0.56458,0.78125,1
-73.452,-95.091,-75.744,-91.864,1,-0.28069,0.54139,0.79542,1
-73.87,-94.868,-75.726,-91.409,1,-0.21597,0.32847,0.93611,1
-74.483,-94.645,-74.786,-90.318,1,-0.21875,0.32694,0.93861,1
-74.642,-94.421,-74.677,-89.227,1,-0.21875,0.32222,0.9375,1
-74.538,-94.198,-74.973,-89.258,1,-0.22135,0.3125,0.93906,1
-76.03,-93.975,-75.882,-89.121,1,-0.21875,0.31458,0.94063,1
-75.789,-93.752,-75.736,-88.424,1,-0.21875,0.31375,0.93875,1
-75.292,-93.529,-75.536,-89.212,1,-0.21875,0.31361,0.945,1
-75.183,-93.306,-75.673,-89.348,1,-0.21875,0.31344,0.93938,1
-74.547,-93.083,-75.658,-90.136,1,-0.21875,0.31417,0.9375,1
-74.892,-92.86,-76.076,-90.818,1,-0.21875,0.3125,0.9375,1
-75.324,-92.636,-75.867,-90.091,1,-0.21875,0.31125,0.9375,1
-75.388,-92.413,-76.236,-90,1,-0.21958,0.31403,0.93833,1
-76.236,-92.19,-76.236,-90.727,1,-0.21875,0.31875,0.94115,1
-76.752,-91.967,-76.491,-91.182,1,-0.21875,0.32674,0.94271,1
-77.091,-91.744,-76.527,-90.788,1,-0.21875,0.33,0.94,1
-76.258,-91.521,-75.918,-91.697,1,-0.2201,0.3301,0.93562,1
-76.871,-91.298,-76.264,-92.106,1,-0.21875,0.32778,0.93854,1
-76.726,-91.074,-75.809,-91.636,1,-0.21875,0.33146,0.93944,1
-76.453,-90.851,-75.976,-91.273,1,-0.21875,0.33486,0.93931,1
-76.271,-90.628,-75.945,-90.182,1,-0.21875,0.33187,0.93722,1
-75.971,-90.405,-75.414,-89.636,1,-0.21875,0.33729,0.93938,1
-75.933,-90.182,-75.486,-89.818,1,-0.21997,0.33976,0.9375,1
-75.82,-89.959,-74.562,-89.773,1,-0.21875,0.33667,0.9375,1
-74.971,-89.736,-74.517,-89.318,1,-0.22097,0.34819,0.9375,1
-73.933,-89.512,-74.826,-88.818,1,-0.21719,0.3349,0.93594,1
-73.661,-89.289,-75.138,-89.273,1,-0.21875,0.33698,0.9349,1
-74.07,-89.066,-74.883,-88.182,1,-0.22187,0.35521,0.92812,1
-73.224,-88.843,-74.595,-87.591,1,-0.22031,0.35,0.92812,1
-73.242,-88.62,-74.659,-87.182,1,-0.22344,0.35781,0.92812,1
-73.758,-88.397,-73.902,-87.136,1,-0.21875,0.34757,0.93368,1
-73.606,-88.174,-73.47,-86.955,1,-0.21597,0.34965,0.92951,1
-73.106,-87.95,-73.992,-86.909,1,-0.21667,0.34757,0.93194,1
-72.28,-87.727,-74.606,-86.909,1,-0.2216,0.35076,0.93222,1
-72.094,-87.504,-74.742,-86.727,1,-0.21875,0.34656,0.93281,1
-72.367,-87.281,-75.061,-86.864,1,-0.21875,0.34826,0.93229,1
