Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room
-80.332,-99.794,-77.127,-93.105,1
-77.254,-100.06,-77.778,-92.226,1
-73.937,-100.31,-77.426,-91.587,1
-70.972,-100.44,-76.289,-91.426,1
-68.938,-100.42,-74.825,-91.796,1
-68.254,-100.24,-73.601,-92.578,1
-69.063,-99.963,-73.131,-93.555,1
-71.191,-99.7,-73.732,-94.512,1
-74.185,-99.544,-75.436,-95.311,1
-77.425,-99.555,-77.981,-95.933,1
-80.272,-99.732,-80.886,-96.459,1
-82.217,-100.01,-83.582,-97.006,1
-82.986,-100.29,-85.556,-97.652,1
-82.576,-100.47,-86.481,-98.373,1
-81.217,-100.47,-86.273,-99.033,1
-79.279,-100.3,-85.097,-99.412,1
-77.154,-100.01,-83.296,-99.3,1
-75.154,-99.715,-81.3,-98.577,1
-73.453,-99.517,-79.512,-97.293,1
-72.079,-99.495,-78.233,-95.682,1
-70.965,-99.662,-77.617,-94.113,1
-70.019,-99.958,-77.673,-92.995,1
-69.194,-100.28,-78.295,-92.647,1
-68.523,-100.5,-79.312,-93.188,1
-68.121,-100.54,-80.531,-94.491,1
-68.131,-100.38,-81.77,-96.195,1
-68.661,-100.07,-82.873,-97.798,1
-69.72,-99.737,-83.715,-98.805,1
-71.185,-99.491,-84.207,-98.864,1
-72.819,-99.43,-84.296,-97.876,1
-74.324,-99.58,-83.982,-96.035,1
-75.424,-99.891,-83.326,-93.778,1
-75.95,-100.25,-82.446,-91.671,1
-75.887,-100.52,-81.511,-90.258,1
-75.38,-100.61,-80.7,-89.922,1
-74.684,-100.47,-80.161,-90.788,1
-74.086,-100.15,-79.967,-92.701,1
-73.812,-99.766,-80.089,-95.276,1
-73.956,-99.464,-80.394,-98.005,1
-74.454,-99.355,-80.682,-100.39,1
-75.11,-99.485,-80.747,-102.03,1
-75.66,-99.811,-80.446,-102.75,1
-75.866,-100.22,-79.75,-102.55,1
-75.588,-100.55,-78.77,-101.59,1
-74.83,-100.69,-77.732,-100.13,1
-73.738,-100.57,-76.913,-98.464,1
-72.546,-100.24,-76.554,-96.812,1
-71.502,-99.805,-76.779,-95.34,1
-70.79,-99.436,-77.543,-94.139,1
-70.473,-99.268,-78.627,-93.253,1
-70.487,-99.37,-79.69,-92.705,1
-70.673,-99.711,-80.356,-92.519,1
-70.838,-100.17,-80.323,-92.718,1
-70.833,-100.58,-79.447,-93.305,1
-70.601,-100.78,-77.792,-94.243,1
-70.205,-100.7,-75.612,-95.432,1
-69.795,-100.35,-73.294,-96.706,1
-69.56,-99.857,-71.255,-97.862,1
-69.656,-99.405,-69.841,-98.692,1
-70.145,-99.162,-69.251,-99.042,1
-70.972,-99.227,-69.498,-98.85,1
-71.977,-99.585,-70.433,-98.166,1
-72.944,-100.11,-71.801,-97.153,1
-73.67,-100.61,-73.325,-96.041,1
-74.03,-100.9,-74.78,-95.078,1
-74.016,-100.86,-76.041,-94.474,1
-73.737,-100.49,-77.093,-94.348,1
-73.378,-99.927,-78.001,-94.711,1
-73.136,-99.368,-78.863,-95.468,1
-73.15,-99.026,-79.755,-96.45,1
-73.445,-99.04,-80.688,-97.458,1
-73.919,-99.417,-81.598,-98.309,1
-74.366,-100.03,-82.363,-98.876,1
-74.534,-100.66,-82.837,-99.105,1
-74.201,-101.06,-82.894,-99.022,1
