Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ
-65.193,-99.691,-69.671,-85.541,1,0.32049,-0.4224,-0.77066
-63.2,-100,-72.322,-86.595,1,0.39688,-0.61458,-0.60417
-62.017,-100.32,-74.213,-88.398,1,-0.29583,0.14219,0.45382
-61.619,-100.52,-75.219,-90.78,1,0.033785,0.87684,0.46507
-61.861,-100.53,-75.398,-93.361,1,-0.024583,0.68931,0.60028
-62.521,-100.34,-74.963,-95.652,1,0.0375,0.66656,0.67281
-63.355,-100.03,-74.218,-97.186,1,0.23516,0.22578,0.94531
-64.152,-99.697,-73.496,-97.66,1,0.2375,0.15859,1.0016
-64.78,-99.476,-73.094,-97.021,1,0.19115,0.035417,0.98906
-65.21,-99.447,-73.225,-95.487,1,0.20297,-0.19453,0.98734
-65.512,-99.623,-74,-93.48,1,0.21719,-0.19062,0.97813
-65.83,-99.942,-75.418,-91.495,1,0.24583,-0.4125,0.90625
-66.334,-100.29,-77.37,-89.952,1,0.27865,-0.39167,0.8467
-67.168,-100.53,-79.661,-89.068,1,0.43177,0.46597,0.72517
-68.404,-100.58,-82.029,-88.798,1,-0.10972,0.79931,-0.37778
-70.016,-100.41,-84.18,-88.865,1,-0.25938,0.7849,-0.44505
-71.87,-100.09,-85.826,-88.859,1,-0.27101,0.66389,-0.62326
-73.751,-99.729,-86.732,-88.395,1,-0.19913,0.86708,-0.19049
-75.402,-99.463,-86.763,-87.263,1,-0.21722,0.90569,-0.074444
-76.576,-99.392,-85.926,-85.523,1,-0.21934,0.86455,-0.22642
-77.091,-99.547,-84.381,-83.52,1,-0.21979,0.84132,-0.34497
-76.859,-99.873,-82.437,-81.803,1,-0.23333,0.8676,-0.20135
-75.911,-100.25,-80.498,-80.975,1,-0.25354,0.89455,-0.10528
-74.382,-100.54,-78.995,-81.512,1,-0.24837,0.89049,-0.12337
-72.493,-100.64,-78.295,-83.61,1,-0.22986,0.89792,-0.13917
-70.507,-100.5,-78.62,-87.107,1,-0.22781,0.89104,-0.14844
-68.687,-100.17,-79.99,-91.495,1,-0.21484,0.76719,-0.46094
-67.261,-99.769,-82.213,-96.04,1,-0.26094,0.64453,-0.61562
-66.392,-99.451,-84.916,-99.951,1,-0.27156,0.67719,-0.58594
-66.159,-99.332,-87.623,-102.58,1,-0.27344,0.68594,-0.57031
-66.55,-99.46,-89.85,-103.55,1,-0.27344,0.68437,-0.56875
-67.468,-99.792,-91.208,-102.86,1,-0.27813,0.68281,-0.57188
-68.739,-100.21,-91.476,-100.83,1,-0.27708,0.6875,-0.56354
-70.135,-100.55,-90.64,-98.024,1,-0.28819,0.66736,-0.59236
-71.401,-100.7,-88.884,-95.046,1,-0.32344,0.62344,-0.6125
-72.288,-100.59,-86.541,-92.426,1,-0.31042,0.62917,-0.61979
-72.599,-100.25,-84.021,-90.484,1,-0.31094,0.65,-0.59271
-72.223,-99.819,-81.727,-89.286,1,0.18646,0.73993,0.29861
-71.163,-99.442,-79.984,-88.678,1,0.45781,0.39635,0.76181
-69.546,-99.266,-78.998,-88.378,1,0.38087,0.43882,0.78931
-67.61,-99.36,-78.829,-88.091,1,-0.025764,0.52635,0.8001
-65.658,-99.695,-79.404,-87.614,1,-0.17438,0.54688,0.73635
-64.002,-100.15,-80.544,-86.895,1,-0.52535,0.49653,-0.6184
-62.894,-100.56,-82.002,-86.032,1,-0.46875,0.53819,-0.59549
-62.472,-100.77,-83.504,-85.223,1,-0.46944,0.53889,-0.59514
-62.732,-100.7,-84.786,-84.685,1,-0.47063,0.54146,-0.59521
-63.527,-100.36,-85.635,-84.574,1,-0.47323,0.53312,-0.59253
-64.611,-99.882,-85.907,-84.934,1,-0.47201,0.53819,-0.59375
-65.698,-99.436,-85.554,-85.69,1,-0.47378,0.53733,-0.59688
-66.54,-99.191,-84.623,-86.679,1,-0.4776,0.53906,-0.59375
-66.979,-99.242,-83.254,-87.717,1,-0.46875,0.5399,-0.59375
-66.985,-99.578,-81.654,-88.664,1,-0.47743,0.54132,-0.59132
-66.645,-100.08,-80.056,-89.467,1,-0.054167,0.9092,-0.11476
-66.127,-100.57,-78.676,-90.173,1,0.036875,0.93609,0.1
-65.628,-100.85,-77.663,-90.896,1,0.03125,0.93854,0.097396
-65.312,-100.83,-77.071,-91.768,1,0.03375,0.9375,0.09375
-65.27,-100.49,-76.849,-92.873,1,0.035208,0.9375,0.09375
-65.512,-99.962,-76.856,-94.203,1,0.033333,0.9375,0.092187
-65.979,-99.433,-76.911,-95.643,1,0.03125,0.9375,0.094375
-66.578,-99.102,-76.845,-96.999,1,0.03125,0.93437,0.045312
-67.223,-99.097,-76.56,-98.044,1,0.0035417,0.92188,-0.083958
-67.859,-99.432,-76.061,-98.586,1,0.025,0.9375,0.11875
-68.466,-99.989,-75.458,-98.523,1,0.028542,0.9375,0.11208
-69.046,-100.57,-74.939,-97.874,1,0.029219,0.9375,0.10813
-69.595,-100.95,-74.706,-96.781,1,0.029219,0.9375,0.11781
-70.074,-100.99,-74.914,-95.47,1,0.03125,0.9375,0.10938
-70.408,-100.66,-75.61,-94.202,1,0.03125,0.9375,0.1151
-70.497,-100.07,-76.708,-93.219,1,0.03125,0.9375,0.10083
-70.261,-99.433,-78.003,-92.693,1,0.03125,0.9375,0.10729
-69.676,-98.99,-79.219,-92.708,1,0.033333,0.93854,0.1125
-68.816,-98.911,-80.082,-93.252,1,0.033333,0.94792,0.1
-67.847,-99.24,-80.396,-94.231,1,0.03125,0.9375,0.1026
-66.999,-99.866,-80.095,-95.503,1,0.03125,0.9375,0.10542
-66.5,-100.57,-79.267,-96.894,1,0.03125,0.93698,0.099219
-66.498,-101.08,-78.126,-98.227,1,0.030833,0.93896,0.095833
-67.003,-101.21,-76.959,-99.34,1,0.03125,0.93403,0.10868
-67.869,-100.88,-76.051,-100.1,1,0.03125,0.9375,0.10833
-68.818,-100.21,-75.616,-100.42,1,0.03125,0.9375,0.099219
-69.53,-99.435,-75.752,-100.27,1,0.03125,0.9375,0.097188
-69.738,-98.838,-76.422,-99.703,1,0.03125,0.93844,0.095417
-69.328,-98.655,-77.484,-98.817,1,0.03,0.93625,0.10625
-68.39,-98.972,-78.725,-97.784,1,0.03125,0.9375,0.10688
-67.199,-99.693,-79.924,-96.791,1,0.03125,0.93672,0.10078
-66.137,-100.56,-80.893,-96.001,1,0.03125,0.9375,0.10521
-65.57,-101.26,-81.509,-95.505,1,0.03125,0.9375,0.10816
-65.717,-101.52,-81.72,-95.282,1,0.029062,0.9375,0.10844
-66.569,-101.21,-81.538,-95.202,1,0.03125,0.93672,0.10234
-67.878,-100.42,-81.027,-95.042,1,0.055469,0.93125,0.11797
-69.224,-99.436,-80.281,-94.559,1,0.050208,0.92979,0.11198
-70.157,-98.607,-79.418,-93.557,1,0.059896,0.9401,0.042969
-70.35,-98.262,-78.574,-91.972,1,0.043125,0.95125,0.015729
-69.717,-98.56,-77.893,-89.904,1,0.26,0.16656,0.8074
-68.458,-99.426,-77.517,-87.618,1,0.38472,-0.35642,0.84375
-67,-100.57,-77.562,-85.482,1,0.45938,0.48299,0.60382
-65.853,-101.57,-78.083,-83.874,1,0.18653,0.84986,-0.16847
-65.423,-102.03,-79.051,-83.065,1,-0.20434,0.73924,-0.54358
-65.859,-101.75,-80.334,-83.139,1,-0.19868,0.71215,-0.57576
-66.972,-100.77,-81.708,-83.952,1,-0.18021,0.81493,-0.3816
-68.276,-99.419,-82.902,-85.163,1,-0.16667,0.78403,-0.47969
-69.151,-98.183,-83.66,-86.333,1,-0.18108,0.72951,-0.54809
-69.058,-97.546,-83.815,-87.05,1,-0.21997,0.67344,-0.60538
-67.761,-97.809,-83.35,-87.062,1,-0.23729,0.65802,-0.61604
-65.455,-98.952,-82.417,-86.355,1,-0.24097,0.65174,-0.625
-62.758,-100.62,-81.31,-85.167,1,-0.24531,0.62604,-0.6533
-60.549,-102.22,-80.387,-83.919,1,-0.24083,0.61729,-0.65625
-59.684,-103.12,-79.965,-83.083,1,-0.23802,0.64479,-0.6224
-60.696,-102.88,-80.218,-83.033,1,-0.23229,0.65625,-0.61729
-63.554,-101.47,-81.099,-83.915,1,-0.22847,0.65625,-0.625
-67.582,-99.262,-82.34,-85.593,1,-0.2217,0.65434,-0.62691
-71.589,-97.031,-83.509,-87.678,1,-0.225,0.65083,-0.62736
-74.169,-95.658,-84.132,-89.642,1,-0.23385,0.65017,-0.62552
-74.114,-95.848,-83.843,-90.981,1,-0.2,0.60625,-0.68073
-70.811,-97.831,-82.515,-91.378,1,-0.18188,0.64635,-0.63812
-64.501,-101.19,-80.33,-90.808,1,-0.056424,0.82934,-0.3283
-56.313,-104.88,-77.769,-89.556,1,-0.078229,0.79438,0.076979
-48.041,-107.42,-75.51,-88.141,1,0.45094,-0.63417,0.24365
-41.727,-107.3,-74.26,-87.161,1,0.15573,-0.88802,0.29167
-39.144,-103.39,-74.572,-87.104,1,0.18969,-0.86672,0.27375
-41.331,-95.262,-76.69,-88.2,1,0.36007,-0.81493,-0.21701
-48.316,-83.45,-80.469,-90.337,1,0.37083,-0.52865,-0.69792
-59.097,-69.34,-85.405,-93.084,1,0.30406,-0.42896,-0.78052
-71.889,-54.913,-90.746,-95.809,2,-0.078125,-0.034375,-0.9375
-84.576,-42.3,-95.677,-97.852,2,-0.070833,-0.020833,-0.93542
-95.227,-33.297,-99.515,-98.708,2,-0.064583,-0.010417,-0.92917
-102.54,-28.973,-101.86,-98.161,2,-0.0625,-0.0041667,-0.93333
-106.09,-29.458,-102.67,-96.322,2,-0.0625,-0.01875,-0.93594
-106.31,-33.98,-102.24,-93.585,2,-0.10234,0.071094,-0.93672
-104.3,-41.106,-101.08,-90.495,2,0.33125,0.54896,0.098958
