Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ,Activity
-98.305,-89.109,-77.652,-89.755,3,0.37292,0.87083,0.014583
-96.74,-93.89,-70.748,-91.473,3,0.38194,0.86406,0.043229
-93.842,-98.141,-64.631,-92.176,3,0.73875,0.56875,-0.065
-89.821,-101.31,-59.869,-91.818,3,0.84141,0.26641,-0.055469
-85.232,-103.01,-56.79,-90.714,3,0.44045,0.82465,-0.081076
-80.832,-103.17,-55.437,-89.366,3,-0.064063,0.91354,-0.12812
-77.379,-102.07,-55.599,-88.219,3,0.077778,0.90139,-0.02066
-75.444,-100.28,-56.923,-87.455,3,0.39167,0.73594,0.32656
-75.277,-98.489,-59.043,-86.881,3,1.0171,0.29115,0.10188
-76.773,-97.298,-61.693,-85.989,3,0.97521,0.18292,0.11042
-79.535,-97.041,-64.761,-84.14,3,1.0492,0.20708,0.12625
-82.996,-97.685,-68.268,-80.836,3,1.1347,0.21458,0.12743
-86.573,-98.853,-72.277,-75.958,4,0.99028,0.2625,-0.00052083
-89.795,-99.966,-76.78,-69.887,4,0.63802,0.59063,0.18125
-92.379,-100.45,-81.605,-63.464,4,0.98316,0.16562,0.064583
-94.236,-99.918,-86.39,-57.775,4,1.0018,0.24083,-0.017604
-95.429,-98.341,-90.637,-53.838,4,0.9125,0.25375,-0.03625
-96.099,-96.016,-93.84,-52.296,4,0.96014,0.29764,0.18333
-96.387,-93.478,-95.642,-53.214,4,0.86094,0.16406,0.068229
-96.384,-91.311,-95.967,-56.054,4,0.97305,0.45078,0.10117
-96.113,-89.949,-95.069,-59.84,4,0.86319,0.27639,-0.085417
-95.543,-89.542,-93.484,-63.464,4,0.9375,0.2625,0.029167
-94.615,-89.923,-91.885,-66.031,4,0.94146,0.19813,0.06125
-93.279,-90.699,-90.885,-67.126,4,0.92448,0.25938,0.039583
-91.515,-91.421,-90.848,-66.927,4,0.87986,0.15,0.31667
-89.338,-91.769,-91.775,-66.119,4,0.90932,-0.045469,0.23542
-86.803,-91.682,-93.304,-65.645,4,1.0175,-0.11354,0.1876
-83.997,-91.387,-94.826,-66.374,4,0.88289,-0.060938,0.38672
-81.043,-91.3,-95.684,-68.805,4,0.99479,-0.011979,0.27292
-78.106,-91.846,-95.394,-72.897,4,0.90469,-0.053646,0.26302
-75.398,-93.261,-93.814,-78.079,4,0.88555,-0.17109,0.36984
-73.184,-95.442,-91.206,-83.436,4,1.0109,-0.12656,0.30729
-71.758,-97.924,-88.179,-87.994,1,0.32969,0.8901,0.089583
-71.4,-99.976,-85.516,-91.024,1,0.13698,0.85747,-0.12552
-72.324,-100.82,-83.953,-92.251,1,0.48688,0.63,-0.49292
-74.604,-99.872,-83.966,-91.907,1,0.48266,0.59547,-0.52641
-78.137,-96.954,-85.644,-90.633,1,0.45365,0.74601,-0.34826
-82.621,-92.376,-88.672,-89.244,1,0.31406,0.87656,-0.10469
-87.587,-86.879,-92.433,-88.471,2,0.78625,0.245,0.36625
-92.477,-81.437,-96.185,-88.739,2,0.12865,0.83203,0.48984
-96.742,-76.992,-99.265,-90.072,2,0.5875,0.5125,0.39792
-99.952,-74.193,-101.25,-92.13,2,0.5375,0.48281,0.58125
-101.88,-73.236,-102.04,-94.357,2,0.8725,0.11,0.47625
-102.54,-73.841,-101.83,-96.191,2,0.83333,0.03125,0.53542
-102.17,-75.372,-101.01,-97.239,2,0.83125,0.26125,0.41875
-101.17,-77.06,-100.05,-97.383,2,0.96094,0.1125,0.071875
-100,-78.25,-99.295,-96.77,2,0.96375,0.021458,-0.010208
-99.061,-78.587,-98.96,-95.718,2,0.97422,0.011719,-0.016406
-98.606,-78.089,-99.054,-94.569,2,0.96354,-0.034896,-0.06875
-98.709,-77.086,-99.445,-93.568,2,0.9375,0.25625,0.11458
-99.256,-76.059,-99.932,-92.788,2,0.76875,0.30625,0.4
-100,-75.432,-100.33,-92.152,2,0.099375,0.015625,0.95
-100.65,-75.411,-100.55,-91.509,2,0.10031,-0.32563,0.94937
-100.95,-75.898,-100.55,-90.749,2,0.082812,-0.37188,0.95625
-100.74,-76.541,-100.41,-89.885,2,0.085417,-0.56302,0.82656
-100.05,-76.866,-100.2,-89.087,2,0.10312,-0.44531,0.86719
-99.03,-76.462,-99.997,-88.627,2,0.5675,-0.1625,0.64625
-97.946,-75.141,-99.831,-88.78,2,0.9224,0.16458,0.18438
-97.099,-73.022,-99.706,-89.703,2,0.97344,0.045833,0.14323
-96.74,-70.5,-99.614,-91.344,2,0.96432,0.25964,0.034635
-97.006,-68.131,-99.562,-93.425,2,-0.0575,0.63375,0.275
-97.876,-66.456,-99.588,-95.502,2,-0.74687,0.56563,0.225
-99.166,-65.845,-99.742,-97.081,2,-0.29375,0.82917,0.3375
-100.57,-66.395,-100.06,-97.766,2,-0.23958,0.8875,0.225
-101.73,-67.938,-100.5,-97.365,2,-0.40313,0.8125,0.20313
-102.3,-70.128,-100.96,-95.942,2,-0.73333,0.66146,-0.0875
-102.03,-72.583,-101.23,-93.787,2,-0.69375,0.62969,-0.042188
-100.84,-75.024,-101.06,-91.316,2,-0.65964,0.67057,-0.0625
-98.776,-77.367,-100.24,-88.949,2,-0.3,0.82396,-0.30573
-96.051,-79.714,-98.646,-87.002,2,0.92083,0.46187,0.19667
-92.941,-82.282,-96.324,-85.629,2,0.93229,0.21146,0.23333
-89.735,-85.269,-93.501,-84.828,2,0.91094,0.25391,0.20859
-86.669,-88.734,-90.55,-84.503,1,0.39281,0.78938,0.37799
-83.882,-92.519,-87.897,-84.544,1,0.95187,0.30181,0.30319
-81.411,-96.265,-85.925,-84.899,1,0.95104,0.23333,0.15417
-79.216,-99.501,-84.868,-85.595,1,1.0036,0.30719,0.16573
-77.233,-101.79,-84.753,-86.711,1,1.1003,0.094167,0.081806
-75.422,-102.88,-85.401,-88.312,1,0.78003,-0.39323,0.25573
-73.804,-102.77,-86.482,-90.379,1,0.95486,0.16632,0.13715
-72.466,-101.75,-87.604,-92.761,1,0.93472,0.23958,0.14097
-71.524,-100.31,-88.423,-95.179,1,0.60234,0.57891,0.27422
-71.077,-98.971,-88.72,-97.293,1,-0.37865,0.64661,0.60026
-71.138,-98.173,-88.445,-98.789,1,-0.46063,0.60813,0.59562
-71.603,-98.116,-87.699,-99.48,1,-0.45573,0.7099,0.51198
-72.25,-98.738,-86.689,-99.364,1,-0.435,0.70875,0.5025
-72.785,-99.75,-85.653,-98.62,1,-0.25594,0.67563,0.46344
-72.924,-100.76,-84.795,-97.545,1,0.90844,0.32052,0.18677
-72.485,-101.41,-84.243,-96.456,1,0.92014,0.25278,0.21667
-71.463,-101.5,-84.038,-95.575,1,0.92986,0.14097,0.22903
-70.048,-101.03,-84.152,-94.971,1,0.93792,0.20201,0.20083
-68.591,-100.22,-84.511,-94.553,1,0.93203,0.21484,0.16797
-67.51,-99.376,-85.033,-94.129,1,0.92812,0.20313,0.18854
-67.166,-98.816,-85.635,-93.512,1,0.9375,0.20573,0.18229
-67.747,-98.724,-86.241,-92.629,1,0.93861,0.20583,0.18201
-69.2,-99.109,-86.777,-91.574,1,0.94576,0.1175,0.15993
-71.234,-99.804,-87.167,-90.613,1,0.97552,0.12865,0.18885
-73.394,-100.54,-87.345,-90.102,1,0.9283,0.17101,0.16076
-75.19,-101.04,-87.27,-90.36,1,0.81944,0.32708,0.25486
-76.236,-101.14,-86.951,-91.545,1,0.68437,0.6,-0.14531
-76.362,-100.81,-86.462,-93.568,1,0.67083,0.5724,-0.23255
-75.651,-100.19,-85.928,-96.088,1,0.93222,0.21944,0.1625
-74.4,-99.519,-85.501,-98.584,1,0.93906,0.22734,0.13047
-73.014,-99.044,-85.301,-100.5,1,0.14089,0.5612,0.35417
-71.864,-98.936,-85.365,-101.4,1,-0.59688,-0.16875,0.72031
-71.165,-99.224,-85.615,-101.09,1,-0.5175,-0.2625,0.82396
-70.909,-99.795,-85.863,-99.647,1,-0.57865,-0.092969,0.82995
-70.883,-100.44,-85.86,-97.422,1,-0.098437,0.21901,0.78542
-70.757,-100.92,-85.382,-94.882,1,1.013,0.2125,0.3425
-70.22,-101.06,-84.32,-92.484,1,0.95191,0.18264,0.2684
-69.11,-100.82,-82.747,-90.549,1,0.93976,0.21267,0.25226
-67.491,-100.28,-80.93,-89.184,1,0.66424,0.51882,0.39229
-65.654,-99.598,-79.276,-88.301,1,-0.24444,0.42205,0.77986
-64.033,-98.993,-78.221,-87.69,1,0.42708,0.23802,0.69844
-63.068,-98.628,-78.095,-87.135,1,0.97101,0.10851,0.25816
-63.064,-98.575,-79.008,-86.519,1,1.002,0.15104,0.23035
-64.084,-98.797,-80.792,-85.874,1,0.79167,0.25625,0.18542
-65.927,-99.173,-83.035,-85.363,1,0.99701,0.13789,0.26042
-68.195,-99.549,-85.191,-85.209,1,0.61979,0.50625,0.077083
-70.418,-99.8,-86.739,-85.582,1,0.61285,0.67576,-0.092778
-72.208,-99.872,-87.343,-86.515,1,0.86667,0.15174,-0.43889
-73.38,-99.792,-86.955,-87.854,1,0.85903,0.22431,-0.29306
-73.991,-99.652,-85.831,-89.303,1,0.81094,0.3276,0.11146
-74.306,-99.561,-84.439,-90.505,1,0.75208,0.31562,0.53437
-74.681,-99.599,-83.301,-91.175,1,0.76094,0.34045,0.51024
-75.416,-99.783,-82.814,-91.205,1,0.62951,0.56806,0.45816
-76.63,-100.06,-83.105,-90.71,1,0.71979,0.34063,0.45729
-78.204,-100.33,-83.981,-90.011,1,0.97083,0.1776,0.25833
-79.811,-100.49,-84.991,-89.529,1,0.91615,0.18281,0.14323
-81.024,-100.47,-85.574,-89.653,1,0.96646,0.20615,0.18312
-81.467,-100.28,-85.257,-90.607,1,0.76406,0.68229,0.17708
-80.949,-99.982,-83.83,-92.368,1,0.74375,0.51753,0.079514
-79.539,-99.692,-81.442,-94.669,1,0.89479,0.20833,0.14688
-77.556,-99.517,-78.575,-97.074,1,0.22526,0.42708,0.80469
-75.462,-99.523,-75.915,-99.104,1,0.097656,0.44375,0.84375
-73.717,-99.708,-74.146,-100.38,1,0.12672,0.25281,0.93516
-72.623,-100,-73.745,-100.73,1,0.098958,0.11375,1.001
-72.23,-100.29,-74.828,-100.2,1,0.06,0.0925,0.89625
-72.323,-100.47,-77.117,-99.057,1,0.25833,0.87917,0.33333
-72.508,-100.47,-80.02,-97.646,1,0.47604,0.65365,0.53333
-72.353,-100.29,-82.806,-96.31,1,0.47734,0.65391,0.54531
-71.553,-100.01,-84.818,-95.276,1,0.47083,0.65208,0.54375
-70.045,-99.724,-85.654,-94.616,1,0.31172,0.46813,0.79172
-68.047,-99.546,-85.26,-94.258,1,0.23785,0.71076,0.57309
-65.998,-99.542,-83.912,-94.05,1,0.225,0.74141,0.59375
-64.423,-99.71,-82.106,-93.842,1,0.32517,0.53438,0.78385
-63.773,-99.985,-80.379,-93.552,1,0.047656,0.27604,0.95833
-64.277,-100.26,-79.144,-93.196,1,-0.059375,-0.13125,0.97188
-65.873,-100.44,-78.582,-92.871,1,-0.094531,-0.014063,0.99219
-68.225,-100.44,-78.615,-92.697,1,0.011389,0.21569,0.94556
-70.822,-100.28,-78.977,-92.754,1,0.42483,0.51684,0.73264
-73.124,-100.02,-79.335,-93.042,1,0.12917,0.59028,0.77431
-74.711,-99.751,-79.425,-93.467,1,-0.075833,0.48219,0.86177
-75.378,-99.579,-79.143,-93.883,1,-0.26354,0.4125,0.87396
-75.166,-99.569,-78.574,-94.15,1,-0.35313,0.35078,0.79609
-74.314,-99.722,-77.937,-94.205,1,-0.30156,0.51146,0.91458
-73.156,-99.977,-77.494,-94.091,1,-0.061042,0.84062,0.23917
-72.017,-100.24,-77.443,-93.958,1,-0.18828,0.90156,-0.016406
-71.117,-100.4,-77.838,-94.001,1,-0.10281,1.0041,-0.1125
-70.542,-100.42,-78.575,-94.387,1,-0.045625,0.30984,0.9125
-70.258,-100.27,-79.44,-95.168,1,0.00034722,0.54479,0.79236
-70.168,-100.03,-80.186,-96.243,1,-0.49203,0.74969,0.15047
-70.183,-99.773,-80.635,-97.361,1,-0.55812,0.73875,0.25281
-70.268,-99.61,-80.731,-98.188,1,-0.59219,0.69844,0.3
-70.461,-99.596,-80.556,-98.408,1,-0.59089,0.71354,0.26536
-70.842,-99.735,-80.28,-97.826,1,-0.59062,0.70625,0.27813
-71.49,-99.972,-80.086,-96.443,1,-0.57969,0.71875,0.28125
-72.427,-100.22,-80.085,-94.473,1,-0.55819,0.71215,0.29271
-73.595,-100.38,-80.269,-92.289,1,0.05875,0.635,0.63542
-74.857,-100.39,-80.513,-90.334,1,0.25347,0.44149,0.86441
-76.039,-100.26,-80.625,-88.997,1,0.25781,0.44653,0.8533
