Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ
-72,-100,-78.8,-100,1,-0.050937,-0.56937,0.81906
-69.5,-100,-73.667,-89,1,-0.068576,-0.56128,0.82031
-73.333,-100,-73.75,-87,1,-0.0625,-0.5625,0.81701
-67.75,-100,-74,-100,1,-0.0625,-0.56406,0.81719
-74.5,-100,-71.25,-100,1,-0.0625,-0.56406,0.81953
-78,-100,-78,-100,1,-0.0625,-0.56328,0.82031
-72.25,-100,-68.667,-100,1,-0.051562,-0.56979,0.81771
-68.667,-100,-82.75,-100,1,-0.04375,-0.56797,0.81719
-68.25,-100,-74,-100,1,-0.048438,-0.56693,0.81875
-65.75,-100,-72.667,-100,1,-0.060677,-0.5651,0.81615
-67.667,-100,-69.333,-89,1,-0.15972,-0.48125,0.76458
-68.667,-100,-76.25,-100,1,-0.41172,-0.31536,0.48464
-66,-100,-73.8,-100,1,-0.17708,-0.47333,0.7725
-62,-100,-75,-85,1,0.11198,0.070833,1.001
-76.75,-100,-74.75,-100,1,0.048437,-0.59922,0.64609
-70,-100,-78,-100,1,0.03125,-0.76625,0.605
-72.5,-100,-76.667,-100,1,0.033073,-0.75885,0.60703
-71.5,-100,-77.75,-100,1,0.03125,-0.76328,0.60859
-77.667,-100,-80,-100,1,0.033333,-0.76042,0.60833
-68.75,-100,-79.2,-100,1,0.036094,-0.75969,0.61047
-66.75,-100,-77.4,-100,1,0.034531,-0.75625,0.61187
-75,-100,-76,-100,1,0.03375,-0.75875,0.60875
-69.5,-100,-72.333,-100,1,0.03125,-0.75365,0.61094
-86,-100,-78,-100,1,0.038281,-0.75781,0.61016
-70.25,-100,-81.75,-100,1,0.035156,-0.75391,0.61328
-69.4,-100,-77.4,-100,1,0.03125,-0.7575,0.6125
-78.333,-100,-80.5,-100,1,0.03125,-0.75677,0.60703
-72.75,-100,-76.8,-100,1,0.032656,-0.76734,0.60969
-66,-100,-82.5,-100,1,0.03125,-0.76172,0.61172
-75.75,-100,-77.5,-100,1,0.034375,-0.75938,0.60703
-65,-100,-74,-87,1,0.03125,-0.76667,0.59479
-71.75,-100,-81.667,-100,1,0.033854,-0.76276,0.60443
-100,-61.25,-100,-100,2,0.7875,-0.4625,-0.20781
-100,-68,-100,-100,2,0.66563,-0.6,0.025
-100,-76,-100,-100,2,0.445,-0.79875,-0.065
-101,-75.667,-100,-79.5,2,0.54722,-0.64063,-0.17708
-100,-89,-100,-83.667,2,0.98229,-0.38646,0.22708
-100,-76.4,-100,-89.333,2,0.89688,-0.35104,0.17063
-100,-77.75,-100,-89.333,2,0.94661,-0.35625,0.11823
-100,-71.5,-100,-78,2,0.97188,-0.31094,0.15625
-100,-69.667,-100,-100,2,0.95417,-0.23542,0.19375
-100,-64.5,-100,-89,2,0.89141,-0.16406,0.25078
-100,-64.2,-100,-100,2,0.89875,-0.31125,0.1625
-100,-60.667,-100,-83,2,0.95521,-0.3,0.21667
-102,-58.75,-100,-92,2,0.91667,-0.30833,0.10469
-91,-62.333,-100,-85,2,0.90938,-0.33993,0.17604
-100,-79.4,-100,-85.5,2,0.95531,-0.15687,0.26875
-100,-75,-100,-100,2,0.73438,-0.6625,0.053125
-100,-78,-100,-93,2,0.85625,-0.44688,-0.10625
-100,-77,-100,-100,2,0.825,-0.46667,-0.16042
-100,-68.5,-100,-82.8,2,0.90422,-0.38422,-0.082187
-100,-81,-100,-100,2,0.87604,-0.40833,0.072917
-100,-77.667,-100,-100,2,0.75521,-0.58958,-0.24375
-100,-57.5,-100,-100,2,0.53125,-0.6125,-0.36562
-100,-47.667,-100,-100,2,0.51875,-0.65417,-0.42083
-100,-52.5,-100,-100,2,0.32969,-0.65781,-0.5375
-100,-78.333,-100,-100,2,0.71667,-0.61667,-0.1375
-100,-73.8,-100,-89,2,0.4875,-0.67188,-0.49188
-100,-81,-100,-100,2,0.57188,-0.61562,-0.47813
-100,-59,-100,-100,2,0.375,-0.50625,-0.65625
-100,-76.25,-100,-87.333,2,0.71719,-0.5487,0.092188
-100,-75,-100,-85,2,0.96458,-0.18438,0.10833
-100,-76.75,-100,-94,2,0.83672,-0.40937,0.22813
-100,-79.4,-100,-100,2,0.93375,-0.3375,0.035
-100,-63.6,-100,-100,2,0.9225,-0.30875,0.07625
-100,-52.333,-100,-100,2,0.90417,-0.25833,0.25417
-100,-54.667,-100,-86,2,0.88958,-0.23229,0.25
-90,-71.667,-100,-96,2,0.86875,-0.25903,0.11875
-100,-65.6,-100,-100,2,0.8625,-0.2825,-0.21625
-100,-68,-100,-100,2,0.875,-0.285,-0.21125
-100,-70.4,-100,-90,2,0.83125,-0.34313,-0.2975
-100,-68.75,-100,-100,2,0.85938,-0.34063,-0.08125
-100,-78.4,-100,-82,2,0.82781,-0.48625,-0.01375
-100,-85.667,-100,-96,2,0.90625,-0.31042,0.22708
-100,-76.25,-100,-80,2,0.91745,-0.31146,0.12474
-88,-79.5,-100,-87.333,2,0.92309,-0.29253,0.21389
-84,-82,-100,-84,2,0.89833,-0.32292,0.059583
-100,-83.75,-100,-100,2,0.89687,-0.37656,0.065625
-100,-74.75,-100,-100,2,0.90938,-0.33125,0.08125
-100,-71,-100,-100,2,0.92125,-0.285,0.12375
-100,-56,-100,-100,2,0.8875,-0.30208,0.1875
-100,-64.6,-100,-100,2,0.92,-0.29375,0.0675
-100,-69.8,-100,-100,2,0.925,-0.28375,0.1275
-100,-67.5,-100,-100,2,0.92344,-0.22656,0.20156
-100,-66,-100,-86.5,2,0.91656,-0.26563,0.085938
-100,-60.333,-100,-89,2,0.88438,-0.27292,0.20833
-91,-63.2,-100,-93.5,2,0.85958,-0.41729,0.17958
-100,-65,-100,-85,2,0.375,-0.78344,0.0009375
-100,-62.5,-100,-90.333,2,0.925,-0.43125,-0.015365
-100,-78.667,-100,-78,2,0.80365,-0.47187,0.20156
-100,-75,-100,-86.333,2,0.56979,-0.72083,-0.066667
-100,-70,-100,-86,2,-0.070833,-0.82708,-0.26146
-100,-78.75,-100,-83,2,-0.055469,-0.65312,-0.66016
-100,-76.333,-100,-88,2,-0.13229,-0.72188,-0.50313
-100,-61.25,-100,-100,2,-0.25469,-0.49375,-0.73594
-100,-57.5,-100,-100,2,-0.16875,-0.82969,-0.22969
-100,-62.667,-100,-100,2,0.060417,-0.96042,-0.1875
-100,-64.2,-100,-84,2,-0.27313,-0.88813,-0.053125
-100,-66.8,-100,-100,2,-0.15125,-0.865,0.245
-100,-76.25,-100,-99,2,-0.0015625,-0.99688,0.31797
-100,-75,-100,-90.5,2,-0.21979,-0.85677,0.32135
-100,-68.25,-100,-84.25,2,-0.096094,-0.89609,-0.009375
-100,-71.25,-100,-80,2,-0.19375,-0.83828,-0.46328
-100,-62.4,-100,-86.667,2,-0.26104,-0.68938,-0.58458
-100,-70,-100,-83,2,-0.35365,-0.61302,-0.61354
-100,-70.25,-100,-95,2,-0.39219,-0.65625,-0.44141
-100,-73,-100,-89.8,2,0.49583,-0.57646,-0.38042
-100,-67.167,-100,-94.667,2,0.9151,-0.22083,0.39948
-100,-58.5,-100,-89.333,2,1.0201,-0.33203,0.020573
-100,-61.8,-100,-100,2,0.96125,-0.21625,0.305
-100,-60.6,-100,-100,2,0.9875,-0.3425,0.0775
-100,-60.25,-100,-85,2,0.84141,-0.24687,0.36016
-100,-67.2,-100,-82,2,1.0106,-0.25688,0.070625
-100,-60.667,-100,-82,2,1.0406,-0.15104,0.29896
-100,-73.25,-100,-86,2,0.98359,-0.25234,0.049219
-100,-74,-100,-86.5,2,0.90104,-0.23594,0.27734
-100,-69,-100,-100,2,0.91458,-0.26042,0.16667
-100,-80.75,-100,-80.5,2,0.85547,-0.23047,0.32813
-100,-74.2,-100,-83,2,0.88938,-0.27875,0.10187
-100,-68,-100,-86,2,0.91875,-0.19896,0.28646
-100,-57.5,-100,-100,2,0.94531,-0.23281,0.11563
-100,-68.75,-100,-100,2,0.88125,-0.22656,0.33906
-100,-62,-100,-100,2,0.90781,-0.36094,0.0375
-100,-54.2,-100,-100,2,0.89875,-0.245,0.2675
-100,-55.75,-100,-100,2,0.94219,-0.23594,0.12969
-100,-61.333,-100,-100,2,0.96667,-0.08125,0.18958
-100,-67.6,-100,-82.5,2,0.94781,-0.22094,0.12812
-100,-73.5,-100,-85.25,2,0.92344,-0.22422,0.24063
-100,-75,-100,-97,2,0.92396,-0.23125,0.19583
-100,-83,-100,-87.333,2,0.90729,-0.15625,0.2901
-100,-68,-100,-80,2,0.95906,-0.26281,0.095
-100,-83.75,-100,-94,2,0.88516,-0.25938,0.26797
-100,-76,-100,-95,2,0.94427,-0.27292,0.10625
-100,-59.2,-100,-100,2,0.91,-0.25125,0.24875
-100,-59.6,-100,-100,2,0.935,-0.235,0.17625
-100,-58.25,-100,-100,2,0.95469,-0.19219,0.20938
-84,-63.75,-100,-93,2,0.87813,-0.1974,0.2474
-99,-66,-100,-82.667,2,0.90799,-0.18472,0.28437
-100,-67.5,-100,-87.5,2,0.95078,-0.18906,0.15625
-100,-57.667,-100,-89,2,0.93333,-0.1099,0.24635
-100,-73.25,-100,-89,2,0.925,-0.24922,0.18984
-100,-73,-100,-82.667,2,0.85764,-0.21694,0.28208
-100,-81.667,-100,-90,2,0.98333,-0.34583,0.069792
-100,-85,-100,-80,2,0.93385,-0.32865,0.11354
-100,-77.667,-100,-94.5,2,0.91979,-0.29427,0.10729
-100,-72.667,-100,-85.75,2,0.92005,-0.28073,0.28672
-100,-70.4,-100,-100,2,0.93625,-0.33375,0.10875
-100,-66.333,-100,-100,2,0.85208,-0.22917,0.32917
-100,-56.8,-100,-100,2,0.8675,-0.41125,0.10875
-100,-61.333,-100,-100,2,0.9625,-0.35208,0.06875
-99,-65.75,-100,-74,2,0.61406,-0.48594,-0.24375
-100,-62.2,-100,-100,2,0.99875,-0.41125,0.1425
-100,-73.5,-100,-94,2,0.9974,-0.26615,0.066667
-100,-100,-100,-40,4,0.7175,-0.625,-0.09375
-100,-100,-100,-32,4,0.71667,-0.62292,-0.09375
-100,-100,-100,-32.5,4,0.71562,-0.625,-0.0875
-100,-87,-100,-46.75,4,0.84062,-0.58125,-0.0015625
-100,-82,-100,-51.5,4,0.80703,-0.31016,0.17031
-87.75,-97.5,-85,-54.5,4,1.0152,-0.23242,-0.00625
-89,-100,-73,-56,4,0.90833,-0.3,0.24792
-106,-87,-100,-62,4,0.58472,-0.29444,0.16181
-88,-100,-100,-69.167,4,0.55365,-0.43594,0.67396
-100,-100,-89,-64,4,0.64453,-0.38281,0.65
-103,-102,-100,-65.5,4,0.53333,-0.35,0.74896
-100,-100,-100,-64.8,4,0.61875,-0.3775,0.67125
-100,-100,-100,-69,4,0.64375,-0.35625,0.6625
-100,-90,-98,-68.333,4,0.63958,-0.34028,0.67986
-100,-88,-88,-63.4,4,0.62625,-0.35708,0.68125
-100,-100,-88,-69.5,4,0.64687,-0.34141,0.66484
-100,-100,-100,-58.333,4,0.63125,-0.36042,0.67292
-100,-100,-100,-65,4,0.62656,-0.35781,0.68125
-100,-93.5,-100,-64.6,4,0.58719,-0.38344,0.69219
-100,-100,-86.25,-66,4,0.62813,-0.17813,0.71875
-91.5,-100,-90,-75.5,4,0.69375,0.039583,0.64167
-83.5,-100,-84.5,-75.2,4,0.57854,-0.18833,0.81812
-85,-100,-91.5,-74.667,4,0.58715,-0.20313,0.79097
-89.333,-100,-88,-76.75,4,0.57639,-0.22014,0.79323
-89.5,-100,-88.5,-76,4,0.56076,-0.22674,0.79722
-88,-100,-91.5,-72.5,4,0.55747,-0.2375,0.80278
-90,-100,-83,-74.6,4,0.55569,-0.25611,0.83556
-100,-100,-80.5,-73.6,4,0.48656,-0.31188,0.80219
-87,-100,-84.25,-68.667,4,0.51979,-0.23924,0.82691
-85.5,-100,-100,-73.6,4,0.54719,-0.37141,0.74172
-100,-100,-93,-68,4,0.54063,-0.32813,0.775
-81.5,-100,-87.25,-74.8,4,0.48812,-0.58208,0.6274
-91.25,-100,-83.8,-82.8,4,0.48208,-0.63229,0.56417
-85,-100,-86.333,-73,4,0.45972,-0.69375,0.49236
-88,-100,-83.75,-72,4,0.4684,-0.68924,0.50243
-96,-100,-79.667,-73.333,4,0.11875,-0.72222,0.078472
-97,-100,-87,-79.667,4,0.47153,-0.50833,0.67882
-90,-100,-89,-67.333,4,0.49132,-0.5099,0.68594
-94,-100,-81.2,-65,4,0.47708,-0.50917,0.68917
-100,-100,-83.6,-68,4,0.19453,-0.79531,0.41359
-87,-100,-84.333,-65.75,4,-0.1776,-0.73177,0.60833
-93.667,-100,-90.25,-67,4,0.39688,-0.43194,0.78715
-91.5,-100,-86.25,-70.25,4,0.46458,-0.44531,0.77396
-90,-100,-85.75,-72,4,0.46146,-0.40781,0.77812
-83.5,-100,-82,-68.667,4,0.46875,-0.42569,0.77847
-87,-100,-90.25,-71.75,4,0.47083,-0.40937,0.78021
-95,-100,-89.5,-68.6,4,0.46833,-0.41396,0.77833
-86,-100,-90.5,-74,4,0.45354,-0.47667,0.73792
-100,-100,-81.75,-63.5,4,0.40313,-0.48438,0.75938
-83,-100,-87.25,-68.5,4,0.40937,-0.58125,0.70208
-100,-100,-77,-74.4,4,-0.71437,-0.17813,0.46313
-95.5,-100,-79.667,-60.25,4,-0.22031,-0.90712,-0.0024306
-102,-100,-90,-57.25,4,0.87344,-0.40885,0.18594
-100,-100,-100,-63,4,0.86875,-0.33125,0.18125
-100,-100,-85,-58,4,0.88021,-0.35938,0.17292
-99,-100,-92.5,-54.4,4,0.88844,-0.34563,0.15948
-91.5,-100,-89,-57.8,4,0.89201,-0.33875,0.14965
-100,-100,-86,-54.4,4,0.88969,-0.34313,0.13469
-85.5,-100,-87.667,-53.25,4,0.89063,-0.33958,0.13194
-100,-100,-96,-63,4,0.9,-0.35313,0.1375
-100,-100,-92,-55,4,0.89625,-0.34031,0.13594
-100,-100,-96,-52.25,4,0.89609,-0.33516,0.1375
-95,-100,-88.667,-56.75,4,0.90052,-0.33854,0.13403
-99,-100,-89,-53.5,4,0.8967,-0.33038,0.12969
-87,-100,-86,-58,4,0.90069,-0.33333,0.12986
-100,-100,-84.5,-53,4,0.89271,-0.3375,0.12448
-100,-100,-92.5,-52.8,4,0.89531,-0.33375,0.12156
-100,-100,-88.5,-57.75,4,0.89844,-0.33437,0.12031
-100,-100,-100,-50.5,4,0.89375,-0.33437,0.11563
-100,-100,-100,-57.333,4,0.90208,-0.33333,0.1125
-100,-100,-91.333,-53.8,4,0.89896,-0.32042,0.12208
-100,-100,-91.5,-61.25,4,0.90156,-0.32344,0.11641
-99,-100,-89,-54.75,4,0.9026,-0.32934,0.082465
-100,-100,-97,-59.25,4,0.89297,-0.30078,0.15547
-100,-100,-83,-54.2,4,0.90594,-0.32844,0.14437
-90,-99,-89.5,-62.4,4,0.85086,-0.405,0.30469
-88,-100,-89,-54.25,4,0.015104,-0.80625,0.41719
-87,-100,-83.667,-54,4,-0.28333,-0.87778,0.0055556
-100,-100,-86,-67.6,4,-0.35688,-0.855,0.15766
-89,-100,-86.75,-66,4,-0.39281,-0.8349,0.20167
-100,-100,-86,-68.333,4,-0.43312,-0.82958,0.16583
-83,-100,-83.4,-68.5,4,-0.41802,-0.84635,0.072292
-88.5,-100,-85.2,-68.6,4,-0.39729,-0.8425,-0.055625
-90.667,-100,-87,-68.4,4,-0.39903,-0.78472,-0.29875
-89.5,-100,-85.4,-60.5,4,-0.39677,-0.77552,-0.33323
-100,-100,-88.5,-61.667,4,-0.39583,-0.75625,-0.34583
-86,-100,-87.25,-63.5,4,-0.38229,-0.75365,-0.38854
-93.333,-100,-84.25,-63,4,-0.34913,-0.76736,-0.39097
-89.333,-100,-85,-62.2,4,-0.37875,-0.74028,-0.39236
-87.5,-100,-86,-58.8,4,-0.37406,-0.75625,-0.40031
-100,-100,-84.333,-61.5,4,-0.38047,-0.84297,-0.091927
-100,-100,-89.25,-59.6,4,-0.39094,-0.8375,-0.084687
-88.5,-100,-89.75,-64.75,4,-0.34115,-0.8599,-0.14375
-87,-100,-84.5,-63,4,-0.33698,-0.85156,-0.18281
-94.25,-100,-91.333,-58.25,4,-0.3125,-0.85451,-0.1967
-87,-100,-85,-60.333,4,-0.31771,-0.84514,-0.1941
-89,-100,-88,-65.25,4,-0.36337,-0.84983,-0.16788
-100,-100,-100,-73.2,4,-0.27875,-0.88,-0.15625
-100,-100,-100,-62.333,4,-0.31042,-0.84792,-0.19583
-100,-100,-97,-59.8,4,-0.21625,-0.84062,-0.18625
-100,-100,-88,-65.75,4,0.17943,-0.9112,-0.030208
-100,-100,-98,-48.333,4,0.32188,-0.87917,0.13542
-100,-100,-100,-58.667,4,-0.060417,-0.92292,-0.047917
-100,-100,-100,-58,4,-0.14125,-0.9125,-0.0575
-100,-100,-100,-67,4,-0.20625,-0.9,-0.09375
-100,-100,-100,-55,4,-0.21458,-0.90417,-0.089583
-100,-100,-96,-60.4,4,-0.18312,-0.90906,-0.065938
-100,-100,-100,-60.6,4,-0.1725,-0.90875,-0.07875
-100,-100,-100,-53,4,-0.15937,-0.9125,-0.096875
-100,-100,-100,-55.25,4,-0.18594,-0.88906,-0.18125
-100,-100,-89.667,-50,4,-0.14922,-0.85443,-0.3099
-100,-100,-85,-58,4,-0.16667,-0.76458,-0.5625
-100,-100,-88,-54.6,4,-0.22125,-0.82937,-0.36062
-100,-90,-100,-54,4,-0.16771,-0.86042,-0.32292
-100,-100,-100,-56.333,4,-0.24167,-0.88542,-0.15625
-100,-100,-100,-63.667,4,-0.23542,-0.90625,-0.089583
-100,-100,-100,-64.4,4,-0.24625,-0.89125,-0.09875
-100,-89,-95.5,-56,4,-0.23819,-0.88681,-0.17153
-96,-100,-81.333,-68,4,-0.13069,-0.90222,-0.21056
-100,-100,-100,-64,4,-0.27656,-0.8375,-0.32969
-100,-100,-87,-62.5,4,-0.46172,-0.81953,-0.046094
-82.5,-100,-31.667,-100,3,0.0070313,-0.15521,-0.91458
-85.5,-100,-25.5,-100,3,0.00625,-0.15625,-0.91484
-75.5,-100,-26,-100,3,0,-0.1625,-0.91406
-84.25,-100,-34,-100,3,0.00078125,-0.15625,-0.91406
-82.4,-100,-32,-100,3,0.000625,-0.15625,-0.91812
-79.5,-100,-34,-100,3,0.0023438,-0.13906,-0.91641
-87.333,-100,-35.667,-100,3,-0.003125,-0.125,-0.92292
-83,-100,-25,-100,3,-0.000625,-0.1275,-0.91625
-80.5,-100,-34,-100,3,-0.00078125,-0.14063,-0.92578
-84.2,-100,-36,-100,3,0,-0.15042,-0.91604
-83.4,-100,-32.75,-100,3,-0.000625,-0.15203,-0.92156
-74.8,-100,-31.333,-100,3,-0.000625,-0.14229,-0.92104
-78,-100,-51,-90.667,3,0.36267,-0.41059,-0.68403
-83,-100,-68.333,-90.5,3,0.99111,-0.17833,-0.062708
-81.25,-100,-74.5,-100,3,0.81094,-0.26641,0.15391
-67.5,-100,-68,-91,3,0.58542,-0.63125,-0.32187
-69,-100,-46.4,-99,3,0.82427,-0.48594,-0.1226
-64,-100,-45.333,-100,3,0.78438,-0.50208,0.078125
-84,-100,-55,-96,3,0.73576,-0.24201,0.56285
-82.4,-100,-58.667,-100,3,-0.60208,-0.25521,0.86167
-77,-100,-59,-85,3,-0.47827,-0.24891,0.79187
-85,-100,-59.667,-100,3,-0.45729,-0.59062,0.65833
-82.5,-100,-71.667,-87,3,-0.42465,-0.59271,0.6559
-91.75,-100,-75,-82,3,-0.39427,-0.56781,0.70833
-87.2,-100,-66.5,-90.5,3,-0.41021,-0.55938,0.70031
-91.5,-100,-61.75,-92,3,-0.33108,-0.61024,0.67951
-80,-100,-47,-95.75,3,-0.60979,-0.014271,0.67771
-80.8,-100,-44.25,-81,3,-0.66677,0.15615,0.75844
-81.667,-100,-39,-100,3,-0.56667,0.10312,0.78229
-79.667,-100,-43.25,-92.5,3,-0.53125,-0.0013889,0.86215
-81.75,-100,-45.667,-101,3,-0.53715,-0.044097,0.87448
-83,-100,-50.333,-94,3,-0.54444,-0.028993,0.85365
-78.75,-100,-48.2,-100,3,-0.53891,-0.029844,0.85281
-79,-100,-50,-88,3,-0.51042,-0.013889,0.86458
-83,-100,-38.5,-100,3,-0.54922,-0.01875,0.86094
-87.2,-100,-50.4,-86,3,-0.53208,-0.03125,0.85875
-78.8,-100,-39,-100,3,-0.53292,-0.017708,0.865
-81.75,-100,-44.25,-82.5,3,-0.53073,-0.0046875,0.86667
-82,-100,-41,-100,3,-0.53063,-0.0040625,0.87375
-80,-100,-48.5,-100,3,-0.52812,-0.032813,0.86719
-81.75,-100,-45.667,-100,3,-0.53047,-0.029427,0.875
-86.8,-100,-48.25,-100,3,-0.53125,-0.032656,0.86875
-83.75,-100,-45,-100,3,-0.52734,-0.03125,0.86562
-83.5,-100,-49,-100,3,-0.53438,-0.032813,0.87057
-82,-100,-44.25,-100,3,-0.50078,-0.058594,0.87734
-85,-100,-41.5,-100,3,-0.48688,-0.084687,0.88687
-83.6,-100,-48,-100,3,-0.49594,-0.085469,0.87844
-74,-100,-43.2,-100,3,-0.49938,-0.077083,0.88479
-82.25,-100,-44.333,-86,3,-0.48941,-0.0375,0.88524
-83.667,-100,-42.25,-100,3,-0.54236,-0.026736,0.85851
-80.6,-100,-51,-91,3,-0.52375,-0.029583,0.87333
-79,-100,-48,-100,3,-0.52214,-0.029687,0.87031
-80.6,-100,-46.4,-92.333,3,-0.51958,-0.023333,0.87333
-81.5,-100,-43.8,-86,3,-0.52844,-0.025729,0.86531
-90,-100,-47.5,-98.5,3,-0.52344,-0.0088542,0.85625
-77,-100,-47.5,-87.667,3,-0.53142,-0.018403,0.85833
-79.333,-100,-45,-90,3,-0.53368,-0.01441,0.86354
-77.75,-100,-45,-97,3,-0.5349,-0.013021,0.86042
