Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room
-30.667,-100,-72.25,-90,1
-45,-100,-74.25,-88.5,1
-72.333,-100,-76,-93.75,1
-74.6,-100,-75.5,-86.667,1
-69.6,-100,-68.333,-89,1
-66,-100,-75.4,-89,1
-65.25,-100,-75.25,-100,1
-53.5,-100,-77.5,-100,1
-64,-100,-76,-100,1
-61.5,-100,-73.2,-100,1
-62.75,-100,-74.25,-100,1
-68.667,-100,-74,-84,1
-67.25,-100,-68.5,-85,1
-64,-100,-74.25,-78,1
-82,-100,-87.333,-91.667,1
-71,-100,-91.333,-100,1
-68.5,-100,-95,-93,1
-65.4,-100,-83.75,-86.667,1
-73.75,-100,-81.8,-86,1
-78.25,-100,-82,-82,1
-80.667,-100,-83,-82,1
-76.5,-100,-79.8,-81.2,1
-74,-100,-83.25,-85.6,1
-74.75,-100,-80,-82.333,1
-75,-100,-81.6,-77,1
-73.75,-100,-79.6,-83.5,1
-63.75,-100,-78,-100,1
-66.25,-100,-87,-100,1
-67.2,-100,-83.5,-100,1
-67.75,-100,-82,-100,1
-68.5,-100,-85,-100,1
-70.25,-100,-100,-100,1
-58,-100,-88.667,-100,1
-63.667,-100,-83.667,-102,1
-81.4,-100,-92.5,-100,1
-74,-100,-98,-86,1
-84,-100,-85.75,-90.5,1
-66.5,-100,-74.333,-96,1
-63.667,-100,-78.5,-90,1
-71,-100,-74.667,-85,1
-66.75,-100,-77,-78,1
-59.5,-100,-82,-91,1
-65.5,-100,-82.25,-90.333,1
-74,-100,-86.667,-90,1
-57,-100,-87.667,-82,1
-62.8,-100,-74.5,-84,1
-66.4,-100,-93,-86.5,1
-64.75,-100,-80.2,-89.667,1
-68,-100,-81.333,-83,1
-60.75,-100,-90.25,-79.5,1
-60,-100,-84,-86,1
-70.5,-100,-85,-85,1
-72.333,-100,-75.5,-100,1
-65,-100,-75.75,-100,1
-62.75,-100,-77.75,-85,1
-68.75,-100,-81.4,-89,1
-68.2,-100,-76.25,-87,1
-62.5,-100,-80.5,-90.5,1
-64.6,-100,-74.75,-100,1
-69.6,-100,-76,-100,1
-66,-100,-74.2,-100,1
-65,-100,-74.75,-100,1
-64.6,-100,-73.6,-94,1
-69,-100,-77.6,-100,1
-70.5,-100,-77.8,-100,1
-77,-100,-74.8,-94.5,1
-76.5,-100,-76,-85,1
-68,-100,-80.8,-89,1
-67.667,-100,-74.333,-100,1
-63.667,-100,-76,-100,1
-67,-100,-77.667,-100,1
-66.75,-100,-79.5,-84,1
-68.4,-100,-80.2,-90,1
-68,-100,-81.167,-100,1
-71,-100,-86.2,-100,1
-70.25,-100,-78.833,-98,1
-66,-100,-72.667,-100,1
-69.5,-100,-68.5,-100,1
-66,-100,-77.8,-100,1
-68.25,-100,-74.2,-102,1
-66.8,-100,-75.2,-100,1
-68.2,-100,-82.75,-100,1
-66.667,-100,-86,-100,1
-69.75,-100,-77.25,-87,1
-67.5,-100,-80.333,-88,1
-67.6,-100,-87.5,-100,1
-68.75,-100,-74.667,-100,1
-60,-100,-82.5,-100,1
-73.5,-100,-74.8,-86.5,1
