Sensor 1,Sensor 2,Sensor 3,Sensor 4,Room,AccX,AccY,AccZ
-100,-26,-100,-100,2,-0.034375,-0.11875,-0.91875
-100,-35,-100,-100,2,-0.03125,-0.125,-0.93125
-100,-53,-100,-100,2,0.07,-0.42375,-0.70875
-100,-59.5,-100,-100,2,0.070313,-0.81406,-0.43281
-100,-64.5,-100,-100,2,-0.057813,-0.76563,-0.51563
-100,-70.5,-100,-100,2,0.067969,-0.79453,-0.48984
-100,-76.333,-100,-100,2,0.039583,-0.76458,-0.49167
-100,-71.5,-100,-84.667,2,0.12031,-0.84219,-0.38516
-100,-74,-100,-85,2,0.09375,-0.80234,-0.425
-100,-78.333,-100,-87,2,0.20313,-0.85104,-0.33958
-100,-71.667,-100,-100,2,0.17083,-0.72917,-0.53125
-100,-63.75,-100,-100,2,0.23281,-0.74687,-0.44375
-100,-56.75,-100,-100,2,0.1875,-0.775,-0.49375
-100,-50,-100,-100,2,0.18438,-0.78281,-0.41563
-100,-62.6,-100,-100,2,0.125,-0.7925,-0.48125
-100,-72,-100,-100,2,0.31562,-0.75313,-0.46875
-100,-74.75,-100,-89.333,2,0.13333,-0.7388,-0.55052
-100,-75.5,-100,-85,2,0.28516,-0.80156,-0.35234
-100,-79.5,-100,-87.5,2,0.13203,-0.7625,-0.49219
-100,-85,-100,-75.333,2,0.24375,-0.68542,-0.48229
-100,-77.333,-100,-100,2,0.70208,-0.76458,0.041667
-100,-79.75,-100,-100,2,0.9375,-0.2875,-0.15
-100,-71.667,-100,-100,2,1.0063,-0.15208,-0.2375
-100,-73.75,-100,-100,2,0.95313,-0.12344,-0.15937
-100,-53.8,-100,-100,2,0.9775,-0.13625,-0.145
-100,-70.5,-100,-86.5,2,0.98516,-0.08125,-0.21562
-100,-71,-100,-81.333,2,0.91146,-0.093229,-0.23099
-86,-78,-100,-84,2,0.97073,-0.16938,-0.10396
-100,-74,-100,-84,2,0.99167,-0.15469,-0.15208
-100,-76.75,-100,-86.333,2,0.96562,-0.00052083,-0.12839
-100,-60.75,-100,-81.5,2,0.92891,-0.31328,-0.30703
-100,-57.25,-100,-97,2,0.97891,-0.033594,-0.084375
-100,-59,-100,-93.5,2,1.0078,-0.1875,-0.14766
-100,-58.667,-100,-100,2,1.0146,-0.0875,-0.083333
-102.5,-81,-100,-84.333,2,0.88958,-0.12639,-0.15243
-91,-76.75,-100,-87.5,2,0.99427,-0.18646,-0.17604
-100,-69.5,-100,-83.333,2,1.0065,-0.19167,-0.19141
-100,-67.2,-100,-81.75,2,0.98562,-0.12031,-0.10813
-100,-60,-100,-100,2,0.91667,-0.17083,-0.14167
-100,-60.25,-100,-100,2,0.96719,-0.090625,-0.13594
-100,-54.25,-100,-100,2,0.94063,-0.15937,-0.071875
-100,-55.5,-100,-100,2,0.94844,-0.13437,-0.14688
-100,-55,-100,-81,2,0.94219,-0.1,-0.15625
-100,-81.4,-100,-88.333,2,0.94875,-0.14729,-0.11313
-100,-74.6,-100,-84,2,0.98344,-0.13344,-0.10125
-101,-72.5,-100,-83.75,2,0.97656,-0.22031,-0.071354
-100,-62,-100,-88.5,2,1.0688,-0.28437,-0.17188
-100,-67,-100,-94,2,1.0328,-0.10365,-0.12396
-100,-62.333,-100,-100,2,0.99375,-0.19375,-0.10833
-100,-63.333,-100,-86,2,0.96094,-0.11563,-0.17943
-100,-62.4,-100,-83,2,0.97687,-0.0575,-0.14813
-100,-63.667,-100,-86,2,0.9625,-0.2276,-0.078646
-100,-78,-100,-80.25,2,1.0685,-0.11302,-0.13854
-100,-67.2,-100,-84.667,2,1.0375,-0.13021,-0.13396
-100,-56.5,-100,-87,2,0.975,-0.19844,-0.16328
-100,-63.333,-100,-100,2,1,-0.18125,-0.075
-100,-49.667,-100,-100,2,1.0083,-0.19167,-0.10625
-100,-55.333,-100,-96,2,0.99792,-0.028125,-0.025
-100,-73,-100,-87.667,2,0.91771,-0.15313,-0.13875
-100,-68.75,-100,-81.667,2,1.0453,-0.15755,-0.072135
-100,-76.2,-100,-82.667,2,0.95292,-0.16229,-0.095208
-100,-73,-100,-81.5,2,0.87708,-0.61615,0.064583
-100,-65.4,-100,-100,2,0.16625,-0.82375,-0.39
-100,-60.8,-100,-101,2,0.15125,-0.745,-0.54375
-100,-82.333,-100,-92.5,2,0.125,-0.75625,-0.5474
-100,-75.2,-100,-85,2,0.26625,-0.76875,-0.43188
-100,-74,-100,-86.25,2,0.6125,-0.48906,-0.39687
-100,-73.4,-100,-80.2,2,1.0075,-0.25875,-0.0575
-100,-63.2,-100,-98,2,0.92312,-0.1975,-0.0275
-100,-58.6,-100,-98,2,1.0019,-0.20375,-0.11375
-100,-55.4,-100,-86.667,2,0.93812,-0.11083,-0.053958
-100,-50.667,-100,-90,2,1.0557,-0.16667,-0.070833
-94,-66,-100,-94,2,1.0135,-0.30208,-0.19688
-100,-67.5,-100,-81.5,2,0.99687,-0.14844,-0.067187
-100,-74,-100,-83,2,1.0602,-0.28516,-0.15547
-100,-70.2,-100,-85.333,2,1.0604,-0.24583,-0.091458
-100,-64.75,-100,-86.667,2,0.98073,-0.16406,-0.15677
-100,-67,-100,-88,2,0.975,-0.1125,-0.038542
-100,-55,-100,-91.5,2,0.96094,-0.20625,-0.11719
-100,-55.6,-100,-91,2,0.99094,-0.13281,-0.085625
-100,-71.4,-100,-90,2,0.97604,-0.12938,-0.17854
-100,-72.667,-100,-77.333,2,1.0052,-0.088542,-0.0875
-103,-80,-100,-83.6,2,0.95583,-0.24542,-0.12958
-100,-76.333,-100,-84.75,2,0.99167,-0.13073,-0.059115
-100,-73,-100,-82.5,2,0.93646,-0.18229,-0.16979
-100,-75,-100,-90,2,0.95156,-0.17656,-0.10625
-100,-66.2,-100,-95.333,2,0.89437,-0.30542,-0.053542
-100,-66.6,-100,-95,2,-0.80656,0.0065625,0.56969
-100,-54.667,-100,-100,2,-0.041667,-0.0875,0.21667
-99,-67.25,-100,-85.333,2,1.1161,-0.14236,0.0067708
-90.5,-63.8,-100,-86.2,2,-0.032292,-0.51417,-0.00020833
-100,-65.5,-100,-87,2,0.26432,-0.48958,-0.052865
-100,-70.667,-100,-79,2,1.1104,-0.32188,0.051042
-100,-72.667,-100,-87,2,0.96354,-0.28021,-0.11042
-100,-65.6,-100,-100,2,1.005,-0.17125,-0.0175
-100,-57.667,-100,-100,2,0.96042,-0.2125,-0.027083
-100,-54,-100,-90,2,0.70156,-0.46797,-0.24141
-100,-63.75,-100,-80,2,0.28516,-0.70156,-0.51328
-100,-77,-100,-83,2,0.03125,-0.77969,-0.48828
-100,-75.8,-100,-80.5,2,0.096875,-0.76875,-0.49281
-100,-68.75,-100,-79.5,2,0.099219,-0.70859,-0.53828
-100,-73.4,-100,-97,2,0.91187,-0.185,-0.0625
-100,-56,-100,-94,2,1.0281,-0.096875,-0.1
-100,-60.2,-100,-87.75,2,0.97922,-0.1025,-0.13328
-100,-55.6,-100,-84,2,0.99219,-0.195,-0.10281
-100,-70.333,-100,-88.75,2,0.95651,-0.17812,-0.069531
-85,-69.4,-100,-84,2,0.99,-0.16375,-0.0975
-100,-70.75,-100,-85,2,0.94063,-0.23438,-0.10938
-100,-69,-100,-81.333,2,1.01,-0.16354,-0.13312
-100,-68.333,-100,-88,2,0.92917,-0.11979,-0.13854
-100,-66.4,-100,-99,2,0.98906,-0.15531,-0.13219
-100,-60.2,-100,-91.5,2,1.0034,-0.18656,-0.073125
-100,-63.75,-100,-85,2,0.93594,-0.12422,-0.035156
-100,-62.2,-100,-100,2,0.935,-0.16,-0.095
-100,-49.333,-100,-100,2,0.97083,-0.17917,-0.020833
-100,-57.6,-100,-90.5,2,0.93281,-0.075,-0.12469
-87.5,-67.75,-100,-91,2,1.0391,-0.11354,-0.2651
-81,-72.25,-100,-89.333,2,0.92569,-0.11979,-0.10556
-100,-73,-100,-77,2,0.93411,-0.18073,-0.1526
-100,-74,-100,-81,2,0.925,-0.11016,-0.11797
-100,-61.75,-100,-84.667,2,0.9349,-0.21302,-0.22604
-27.333,-100,-76.667,-100,1,-0.03125,-0.6375,-0.66042
-33,-100,-76.333,-100,1,-0.03125,-0.64896,-0.65417
-28,-100,-74,-100,1,-0.034063,-0.65219,-0.65766
-31.75,-100,-78.5,-100,1,-0.035937,-0.6625,-0.65625
-59,-100,-79.75,-93,1,-0.31875,-0.69063,-0.53594
-57,-100,-76.5,-100,1,-0.16437,-0.80313,-0.14906
-63,-100,-78,-84.5,1,-0.4625,-0.77187,-0.2684
-52.2,-100,-75.6,-100,1,-0.24375,-0.81,-0.39625
-59,-100,-78,-88.5,1,-0.64375,-0.61319,-0.40538
-70.333,-100,-72.333,-81,1,-0.22153,-0.62083,0.58264
-61,-100,-71.5,-100,1,-0.29219,0.32995,0.66432
-60.6,-100,-74.75,-85,1,-0.42333,0.3399,0.82625
-62.75,-100,-90,-97,1,-0.1099,-0.42188,0.90677
-65,-100,-78.667,-91,1,-0.23,-0.56604,0.76674
-62.25,-100,-69.5,-100,1,-0.017188,-0.32344,0.91563
-52.5,-100,-65.75,-100,1,-0.0054687,-0.18359,0.85703
-67.667,-100,-65.667,-86.333,1,0.044444,0.091667,0.99583
-71.5,-100,-78,-87.5,1,0.44479,-0.89635,0.32396
-67.8,-100,-83,-81,1,0.0675,-0.43542,-0.74458
-82,-100,-89,-100,1,-0.11536,-0.52604,-0.79349
-70,-100,-86,-86,1,-0.084028,-0.67691,-0.61198
-72.5,-100,-76,-89,1,-0.22587,-0.72378,-0.53021
-79.5,-100,-82.5,-98,1,-0.2599,-0.57917,-0.65833
-76.25,-100,-89.333,-88,1,-0.28576,-0.49253,-0.73993
-76.6,-100,-83.8,-86.25,1,-0.26552,-0.52823,-0.70979
-87,-100,-91,-87.5,1,-0.27813,-0.54531,-0.69844
-80,-100,-78,-93,1,-0.30347,-0.60097,-0.62458
-71,-100,-79.333,-91.333,1,-0.25833,-0.59236,-0.66458
-77,-100,-80.5,-100,1,-0.23281,-0.62031,-0.65
-76,-100,-82.75,-83,1,-0.23542,-0.62604,-0.62917
-79,-100,-81.667,-82,1,-0.22604,-0.63299,-0.63889
-78.25,-100,-81,-86.5,1,-0.22073,-0.64594,-0.625
-76,-100,-82.333,-100,1,-0.225,-0.63125,-0.62917
